building_size_m2,land_size_m2,floors,bedrooms,bathrooms,building_age,price_in_rupiah(juta)
90.0,194.0,1.0,3.0,2.0,5.0,1400.0
45.0,72.0,1.0,2.0,2.0,0.0,385.0
100.0,90.0,2.0,3.0,2.0,7.0,950.0
38.0,60.0,1.0,3.0,1.0,0.0,345.0
30.0,75.0,1.0,,,,180.0
50.0,60.0,1.0,2.0,1.0,,250.0
36.0,72.0,1.0,2.0,1.0,0.0,481.0
72.0,27.0,1.0,2.0,1.0,,555.0
40.0,70.0,1.0,2.0,1.0,0.0,375.0
121.0,80.0,2.0,3.0,2.0,13.0,723.0
80.0,120.0,1.0,2.0,1.0,,495.0
53.0,60.0,2.0,3.0,2.0,0.0,850.0
42.0,77.0,1.0,2.0,1.0,0.0,400.0
58.0,84.0,1.0,2.0,1.0,0.0,777.0
48.0,72.0,1.0,2.0,1.0,0.0,625.0
720.0,1070.0,2.0,5.0,4.0,,6000.0
90.0,72.0,2.0,3.0,2.0,0.0,1000.0
133.0,144.0,2.0,4.0,4.0,,1400.0
70.0,84.0,1.0,2.0,2.0,8.0,650.0
430.0,348.0,2.0,5.0,4.0,7.0,4850.0
60.0,82.0,1.0,3.0,2.0,0.0,700.0
36.0,72.0,2.0,3.0,1.0,0.0,418.0
50.0,60.0,1.0,2.0,1.0,,320.0
50.0,60.0,1.0,2.0,1.0,,370.0
45.0,60.0,1.0,2.0,1.0,,325.0
80.0,119.0,1.0,2.0,1.0,,750.0
45.0,60.0,1.0,2.0,1.0,0.0,450.0
70.0,110.0,1.0,2.0,1.0,,600.0
70.0,110.0,1.0,2.0,2.0,,600.0
45.0,60.0,1.0,2.0,1.0,,325.0
45.0,60.0,1.0,2.0,1.0,,435.0
80.0,119.0,1.0,2.0,1.0,,750.0
150.0,78.0,2.0,4.0,2.0,,800.0
45.0,60.0,1.0,2.0,1.0,,480.0
42.0,60.0,1.0,2.0,1.0,6.0,250.0
70.0,74.0,1.0,2.0,2.0,0.0,550.0
140.0,241.0,2.0,5.0,3.0,,2900.0
300.0,220.0,2.0,3.0,2.0,,4800.0
80.0,93.0,1.0,2.0,2.0,3.0,975.0
180.0,180.0,1.0,3.0,1.0,,1400.0
50.0,72.0,1.0,2.0,1.0,12.0,550.0
150.0,180.0,1.0,2.0,2.0,6.0,1350.0
69.0,90.0,1.0,3.0,1.0,,850.0
117.0,135.0,2.0,4.0,2.0,,1100.0
80.0,93.0,1.0,3.0,2.0,,950.0
80.0,65.0,2.0,3.0,2.0,0.0,950.0
385.0,375.0,2.0,4.0,2.0,4.0,2300.0
90.0,79.0,2.0,3.0,2.0,2.0,695.0
90.0,70.0,2.0,3.0,2.0,2.0,695.0
78.0,135.0,1.0,2.0,1.0,17.0,980.0
50.0,70.0,1.0,2.0,1.0,1.0,470.0
36.0,72.0,1.0,2.0,1.0,0.0,496.0
120.0,80.0,2.0,2.0,2.0,3.0,600.0
54.0,72.0,1.0,2.0,1.0,12.0,399.0
50.0,72.0,1.0,2.0,1.0,,450.0
143.0,200.0,2.0,3.0,2.0,,2300.0
112.0,112.0,1.0,3.0,2.0,4.0,475.0
140.0,126.0,1.0,6.0,3.0,18.0,1300.0
36.0,60.0,1.0,2.0,1.0,0.0,265.0
45.0,100.0,1.0,2.0,1.0,0.0,380.0
50.0,60.0,1.0,3.0,1.0,10.0,160.0
80.0,60.0,1.0,3.0,2.0,,525.0
75.0,105.0,1.0,2.0,1.0,4.0,770.0
54.0,78.0,1.0,2.0,1.0,1.0,750.0
55.0,90.0,2.0,2.0,2.0,0.0,690.0
45.0,78.0,1.0,3.0,2.0,0.0,700.0
70.0,78.0,2.0,3.0,2.0,1.0,995.0
60.0,72.0,1.0,2.0,1.0,,570.0
45.0,84.0,1.0,2.0,1.0,,570.0
50.0,90.0,1.0,,2.0,,600.0
48.0,72.0,1.0,2.0,1.0,,450.0
300.0,542.0,1.0,6.0,2.0,,3500.0
170.0,90.0,2.0,3.0,2.0,4.0,1150.0
170.0,90.0,2.0,3.0,2.0,4.0,1150.0
220.0,182.0,1.0,4.0,2.0,17.0,1100.0
70.0,114.0,1.0,3.0,2.0,7.0,500.0
300.0,225.0,2.0,3.0,2.0,7.0,2400.0
300.0,225.0,2.0,3.0,2.0,7.0,2400.0
160.0,94.0,2.0,3.0,2.0,,1290.0
100.0,140.0,2.0,4.0,3.0,,690.0
100.0,129.0,1.0,3.0,2.0,,995.0
400.0,264.0,2.0,8.0,3.0,12.0,4500.0
401.0,923.0,2.0,4.0,5.0,22.0,11500.0
800.0,1064.0,2.0,5.0,4.0,9.0,22500.0
70.0,90.0,1.0,3.0,1.0,,945.0
110.0,90.0,2.0,3.0,2.0,,1440.0
80.0,90.0,1.0,2.0,1.0,,550.0
300.0,1400.0,1.0,4.0,3.0,,9500.0
400.0,420.0,2.0,5.0,5.0,3.0,5500.0
500.0,2916.0,3.0,2.0,6.0,,16500.0
150.0,90.0,1.0,3.0,2.0,,1000.0
110.0,90.0,2.0,3.0,2.0,,1440.0
196.0,162.0,2.0,4.0,2.0,,3000.0
150.0,105.0,2.0,3.0,2.0,,1380.0
500.0,2916.0,2.0,3.0,2.0,6.0,16500.0
90.0,70.0,1.0,3.0,1.0,,945.0
110.0,90.0,2.0,3.0,2.0,,1440.0
150.0,105.0,2.0,3.0,2.0,,1380.0
200.0,144.0,1.0,5.0,6.0,7.0,2000.0
520.0,300.0,2.0,4.0,4.0,4.0,5500.0
305.0,517.0,2.0,4.0,3.0,0.0,5750.0
250.0,312.0,2.0,4.0,3.0,,5900.0
340.0,514.0,2.0,3.0,3.0,6.0,6200.0
90.0,224.0,1.0,2.0,1.0,12.0,1800.0
100.0,90.0,1.0,2.0,2.0,,650.0
120.0,216.0,1.0,2.0,3.0,,1900.0
242.0,481.0,2.0,4.0,3.0,,5100.0
90.0,90.0,2.0,2.0,1.0,,900.0
130.0,139.0,1.0,3.0,2.0,,850.0
100.0,90.0,1.0,2.0,2.0,0.0,650.0
62.0,150.0,1.0,2.0,1.0,6.0,1300.0
110.0,216.0,1.0,2.0,4.0,4.0,2150.0
500.0,323.0,2.0,4.0,4.0,6.0,3500.0
160.0,117.0,2.0,5.0,3.0,8.0,1300.0
105.0,144.0,2.0,3.0,2.0,7.0,1250.0
40.0,137.0,1.0,2.0,1.0,2.0,700.0
250.0,358.0,2.0,3.0,2.0,3.0,4500.0
620.0,350.0,4.0,8.0,6.0,12.0,8500.0
102.0,126.0,2.0,3.0,2.0,2.0,1900.0
275.0,329.0,1.0,3.0,4.0,,3900.0
300.0,663.0,2.0,4.0,3.0,28.0,4500.0
515.0,518.0,2.0,4.0,5.0,0.0,11500.0
800.0,450.0,3.0,6.0,5.0,1.0,18000.0
96.0,94.0,1.0,3.0,2.0,,1350.0
300.0,180.0,2.0,4.0,4.0,5.0,2500.0
1500.0,2786.0,2.0,5.0,5.0,,30000.0
200.0,575.0,1.0,3.0,2.0,,4500.0
400.0,360.0,2.0,4.0,4.0,0.0,7000.0
62.0,150.0,1.0,2.0,1.0,2.0,1300.0
70.0,90.0,1.0,3.0,1.0,0.0,945.0
63.0,150.0,1.0,2.0,1.0,,1000.0
89.0,84.0,2.0,3.0,2.0,2.0,1250.0
89.0,84.0,2.0,3.0,2.0,2.0,1650.0
150.0,90.0,2.0,3.0,2.0,,1150.0
360.0,313.0,2.0,4.0,5.0,0.0,6500.0
1500.0,2786.0,2.0,5.0,5.0,,30000.0
125.0,299.0,2.0,3.0,2.0,7.0,2300.0
125.0,299.0,2.0,3.0,2.0,7.0,2300.0
221.0,220.0,3.0,4.0,3.0,7.0,2750.0
145.0,183.0,2.0,3.0,3.0,19.0,2400.0
240.0,120.0,2.0,4.0,4.0,,1200.0
70.0,90.0,1.0,3.0,1.0,,945.0
89.0,84.0,2.0,3.0,2.0,,1650.0
89.0,84.0,2.0,3.0,2.0,,1250.0
150.0,90.0,2.0,3.0,2.0,,1150.0
62.0,150.0,1.0,2.0,1.0,,1300.0
88.0,144.0,1.0,3.0,2.0,,1250.0
495.0,543.0,2.0,4.0,4.0,1.0,11000.0
299.0,396.0,2.0,4.0,3.0,,5000.0
299.0,396.0,2.0,4.0,3.0,,5000.0
500.0,321.0,2.0,4.0,4.0,,3500.0
360.0,313.0,2.0,4.0,5.0,0.0,6500.0
200.0,575.0,1.0,3.0,2.0,,4500.0
400.0,340.0,2.0,4.0,4.0,0.0,7000.0
63.0,150.0,1.0,2.0,1.0,,1000.0
515.0,518.0,3.0,4.0,5.0,1.0,11500.0
500.0,483.0,3.0,5.0,6.0,5.0,8500.0
300.0,180.0,2.0,4.0,4.0,5.0,2500.0
60.0,105.0,1.0,2.0,2.0,7.0,750.0
299.0,396.0,2.0,4.0,3.0,3.0,5000.0
89.0,84.0,2.0,3.0,2.0,2.0,1250.0
500.0,321.0,2.0,4.0,4.0,,3500.0
89.0,84.0,1.0,3.0,2.0,2.0,1650.0
150.0,90.0,2.0,3.0,2.0,,1150.0
70.0,90.0,1.0,3.0,1.0,0.0,945.0
70.0,90.0,1.0,3.0,1.0,0.0,945.0
89.0,84.0,2.0,3.0,2.0,2.0,1650.0
515.0,518.0,2.0,4.0,5.0,0.0,11500.0
360.0,313.0,2.0,4.0,5.0,0.0,6500.0
400.0,340.0,2.0,4.0,4.0,0.0,7000.0
200.0,575.0,1.0,3.0,2.0,,4500.0
150.0,90.0,2.0,3.0,2.0,3.0,1150.0
89.0,84.0,2.0,3.0,2.0,2.0,1250.0
500.0,321.0,2.0,4.0,4.0,6.0,3500.0
63.0,150.0,1.0,2.0,1.0,,1000.0
500.0,321.0,2.0,4.0,4.0,,3500.0
299.0,396.0,2.0,4.0,3.0,,5000.0
400.0,526.0,2.0,4.0,4.0,,6000.0
125.0,299.0,2.0,3.0,2.0,,2300.0
495.0,543.0,2.0,4.0,4.0,1.0,11000.0
400.0,526.0,2.0,4.0,4.0,,6000.0
62.0,108.0,1.0,2.0,1.0,,9500.0
299.0,396.0,2.0,4.0,3.0,4.0,5000.0
88.0,144.0,1.0,3.0,3.0,2.0,1250.0
125.0,299.0,2.0,3.0,2.0,,2300.0
60.0,84.0,2.0,2.0,2.0,7.0,550.0
299.0,329.0,2.0,3.0,4.0,,3900.0
400.0,498.0,2.0,4.0,4.0,1.0,5500.0
362.0,330.0,2.0,3.0,3.0,2.0,5000.0
141.0,141.0,2.0,5.0,3.0,,1500.0
450.0,375.0,2.0,4.0,3.0,,7000.0
350.0,334.0,2.0,4.0,2.0,4.0,4500.0
65.0,81.0,1.0,3.0,2.0,7.0,575.0
65.0,90.0,1.0,2.0,2.0,,825.0
200.0,127.0,2.0,3.0,3.0,,3700.0
90.0,90.0,1.0,2.0,1.0,2.0,900.0
300.0,180.0,2.0,4.0,4.0,,2500.0
70.0,90.0,1.0,3.0,1.0,0.0,945.0
200.0,127.0,2.0,3.0,3.0,,3700.0
141.0,141.0,2.0,5.0,3.0,,1500.0
450.0,375.0,2.0,4.0,3.0,,7000.0
350.0,334.0,2.0,4.0,2.0,4.0,4500.0
65.0,81.0,1.0,3.0,2.0,7.0,575.0
65.0,90.0,1.0,2.0,2.0,,825.0
70.0,90.0,1.0,3.0,1.0,0.0,945.0
90.0,90.0,1.0,2.0,1.0,2.0,900.0
300.0,180.0,2.0,4.0,4.0,,2500.0
150.0,90.0,2.0,3.0,2.0,,1150.0
70.0,90.0,1.0,3.0,1.0,,945.0
89.0,84.0,2.0,3.0,2.0,,1650.0
89.0,84.0,2.0,3.0,2.0,,1250.0
500.0,321.0,2.0,4.0,4.0,,3500.0
200.0,404.0,2.0,3.0,3.0,,3170.0
200.0,404.0,2.0,3.0,3.0,,3160.0
200.0,404.0,2.0,3.0,3.0,,3150.0
70.0,90.0,1.0,3.0,1.0,0.0,945.0
500.0,323.0,2.0,4.0,4.0,6.0,3500.0
44.0,105.0,1.0,2.0,1.0,5.0,775.0
450.0,375.0,3.0,4.0,3.0,2.0,7000.0
362.0,330.0,2.0,3.0,3.0,2.0,5000.0
400.0,498.0,2.0,4.0,4.0,0.0,5000.0
60.0,90.0,1.0,1.0,1.0,2.0,1100.0
495.0,543.0,2.0,4.0,4.0,1.0,11000.0
400.0,526.0,3.0,4.0,4.0,6.0,6000.0
125.0,299.0,2.0,3.0,2.0,6.0,2300.0
88.0,144.0,1.0,3.0,2.0,4.0,1250.0
350.0,334.0,2.0,4.0,2.0,4.0,4500.0
50.0,108.0,1.0,2.0,1.0,4.0,950.0
299.0,396.0,2.0,4.0,3.0,3.0,5000.0
63.0,150.0,1.0,2.0,1.0,12.0,1000.0
500.0,323.0,2.0,4.0,4.0,4.0,3500.0
89.0,84.0,3.0,3.0,2.0,2.0,1650.0
70.0,90.0,1.0,3.0,1.0,0.0,945.0
150.0,90.0,2.0,3.0,2.0,4.0,1150.0
200.0,575.0,1.0,3.0,2.0,12.0,4500.0
400.0,340.0,2.0,4.0,3.0,0.0,7500.0
360.0,313.0,2.0,4.0,5.0,0.0,7000.0
515.0,518.0,2.0,4.0,5.0,0.0,11500.0
360.0,313.0,2.0,4.0,5.0,0.0,7000.0
515.0,518.0,2.0,4.0,5.0,0.0,11500.0
400.0,340.0,2.0,4.0,4.0,0.0,7500.0
400.0,266.0,2.0,4.0,3.0,,2900.0
515.0,518.0,2.0,4.0,5.0,0.0,11500.0
150.0,315.0,2.0,3.0,3.0,,2900.0
500.0,323.0,2.0,4.0,4.0,6.0,3500.0
515.0,518.0,2.0,4.0,5.0,0.0,11500.0
350.0,334.0,2.0,4.0,2.0,4.0,4500.0
44.0,105.0,1.0,2.0,1.0,5.0,775.0
300.0,498.0,2.0,3.0,2.0,,5000.0
200.0,345.0,2.0,3.0,3.0,6.0,4500.0
89.0,84.0,3.0,3.0,2.0,1.0,1650.0
88.0,140.0,1.0,3.0,2.0,5.0,1250.0
90.0,224.0,1.0,2.0,1.0,15.0,1800.0
150.0,90.0,2.0,3.0,2.0,5.0,1150.0
45.0,72.0,1.0,2.0,1.0,0.0,570.0
185.0,133.0,2.0,3.0,2.0,0.0,2300.0
54.0,72.0,2.0,3.0,2.0,0.0,600.0
400.0,2916.0,3.0,,8.0,8.0,16500.0
188.0,242.0,3.0,2.0,2.0,,3500.0
100.0,224.0,1.0,2.0,2.0,,1900.0
250.0,301.0,3.0,5.0,4.0,0.0,3250.0
200.0,323.0,2.0,2.0,3.0,5.0,3500.0
185.0,133.0,2.0,3.0,3.0,0.0,2300.0
370.0,202.0,2.0,3.0,2.0,8.0,2500.0
500.0,300.0,2.0,4.0,2.0,,5300.0
221.0,220.0,3.0,4.0,3.0,7.0,2750.0
500.0,886.0,2.0,4.0,4.0,7.0,14500.0
600.0,1118.0,2.0,5.0,4.0,1.0,15500.0
1000.0,1050.0,2.0,5.0,5.0,6.0,22000.0
500.0,1156.0,2.0,3.0,3.0,8.0,15500.0
300.0,312.0,2.0,4.0,4.0,8.0,5500.0
105.0,120.0,2.0,3.0,3.0,3.0,2100.0
120.0,180.0,1.0,2.0,1.0,3.0,1600.0
160.0,108.0,2.0,3.0,3.0,1.0,1700.0
120.0,120.0,1.0,3.0,3.0,13.0,800.0
250.0,313.0,2.0,4.0,4.0,3.0,5500.0
221.0,220.0,3.0,4.0,3.0,7.0,2750.0
250.0,313.0,2.0,4.0,4.0,3.0,5500.0
221.0,220.0,3.0,4.0,3.0,7.0,2750.0
250.0,287.0,2.0,3.0,3.0,19.0,3800.0
130.0,12.0,2.0,3.0,2.0,10.0,1800.0
500.0,1610.0,2.0,5.0,5.0,5.0,19500.0
120.0,90.0,2.0,4.0,3.0,8.0,1100.0
150.0,90.0,2.0,3.0,2.0,6.0,1150.0
150.0,120.0,2.0,5.0,4.0,7.0,725.0
250.0,287.0,2.0,4.0,3.0,8.0,3800.0
400.0,2916.0,3.0,,8.0,8.0,16500.0
500.0,1156.0,2.0,3.0,3.0,7.0,15500.0
700.0,1250.0,1.0,4.0,4.0,8.0,29000.0
500.0,886.0,2.0,4.0,4.0,7.0,14500.0
600.0,630.0,2.0,5.0,3.0,8.0,7900.0
120.0,232.0,1.0,3.0,1.0,17.0,1650.0
200.0,315.0,2.0,3.0,2.0,6.0,2500.0
60.0,90.0,1.0,2.0,2.0,3.0,1100.0
100.0,248.0,1.0,2.0,1.0,16.0,1600.0
100.0,108.0,2.0,3.0,2.0,16.0,1350.0
160.0,328.0,2.0,3.0,2.0,6.0,3000.0
65.0,90.0,1.0,2.0,2.0,3.0,850.0
53.0,211.0,1.0,2.0,1.0,20.0,1350.0
100.0,78.0,1.0,3.0,3.0,3.0,1150.0
250.0,328.0,2.0,4.0,3.0,5.0,3950.0
250.0,481.0,2.0,4.0,4.0,1.0,5300.0
220.0,224.0,2.0,4.0,3.0,5.0,3850.0
250.0,488.0,2.0,4.0,3.0,12.0,4100.0
220.0,323.0,2.0,2.0,3.0,14.0,3500.0
250.0,406.0,2.0,3.0,3.0,16.0,3200.0
120.0,120.0,2.0,3.0,3.0,16.0,800.0
500.0,866.0,2.0,4.0,4.0,5.0,14500.0
600.0,309.0,2.0,5.0,5.0,1.0,8500.0
250.0,315.0,2.0,4.0,4.0,0.0,3800.0
500.0,1153.0,2.0,3.0,4.0,4.0,15500.0
120.0,171.0,2.0,3.0,3.0,13.0,1700.0
240.0,234.0,2.0,4.0,3.0,7.0,4500.0
120.0,176.0,1.0,3.0,2.0,10.0,1300.0
221.0,220.0,3.0,4.0,3.0,7.0,2750.0
221.0,220.0,3.0,4.0,3.0,6.0,2750.0
221.0,220.0,3.0,4.0,3.0,8.0,2750.0
221.0,220.0,3.0,4.0,3.0,7.0,2750.0
221.0,220.0,3.0,4.0,3.0,6.0,2750.0
221.0,220.0,3.0,4.0,3.0,7.0,2750.0
60.0,90.0,1.0,2.0,2.0,15.0,585.0
200.0,228.0,2.0,3.0,3.0,13.0,2300.0
200.0,230.0,2.0,3.0,3.0,16.0,2500.0
200.0,234.0,2.0,4.0,4.0,3.0,4400.0
100.0,120.0,2.0,3.0,3.0,13.0,1800.0
53.0,108.0,1.0,2.0,1.0,8.0,675.0
700.0,2200.0,2.0,4.0,4.0,13.0,14500.0
180.0,216.0,2.0,4.0,3.0,7.0,2300.0
250.0,300.0,3.0,4.0,4.0,1.0,4700.0
100.0,180.0,1.0,2.0,1.0,15.0,1600.0
400.0,866.0,2.0,4.0,4.0,11.0,14500.0
250.0,313.0,2.0,4.0,4.0,10.0,5500.0
250.0,313.0,2.0,4.0,4.0,10.0,5500.0
120.0,120.0,2.0,3.0,3.0,1.0,1700.0
250.0,600.0,3.0,4.0,3.0,16.0,4350.0
250.0,315.0,1.0,4.0,3.0,13.0,2900.0
250.0,323.0,2.0,2.0,3.0,15.0,3500.0
250.0,300.0,2.0,4.0,4.0,1.0,4700.0
160.0,108.0,2.0,3.0,3.0,1.0,1700.0
400.0,1610.0,2.0,5.0,5.0,12.0,19500.0
100.0,120.0,2.0,3.0,3.0,17.0,800.0
250.0,1250.0,1.0,2.0,3.0,,20000.0
120.0,90.0,2.0,3.0,2.0,5.0,1150.0
400.0,2916.0,3.0,,8.0,7.0,16500.0
145.0,403.0,2.0,3.0,2.0,8.0,3200.0
401.0,1023.0,2.0,5.0,4.0,,15000.0
250.0,287.0,2.0,4.0,3.0,8.0,3800.0
401.0,1023.0,2.0,5.0,4.0,,15000.0
250.0,287.0,2.0,4.0,3.0,8.0,3800.0
300.0,664.0,2.0,4.0,3.0,,4900.0
500.0,1156.0,2.0,3.0,3.0,8.0,15500.0
500.0,886.0,2.0,4.0,4.0,7.0,14500.0
200.0,323.0,2.0,3.0,2.0,,2850.0
600.0,1118.0,2.0,6.0,6.0,1.0,15500.0
235.0,120.0,2.0,5.0,5.0,0.0,2500.0
300.0,323.0,2.0,3.0,4.0,3.0,3500.0
120.0,60.0,2.0,2.0,2.0,,585.0
250.0,379.0,2.0,4.0,3.0,11.0,1900.0
612.0,710.0,2.0,5.0,4.0,12.0,6300.0
250.0,300.0,2.0,2.0,3.0,7.0,3500.0
50.0,81.0,1.0,2.0,1.0,5.0,495.0
250.0,663.0,2.0,4.0,3.0,2.0,4500.0
179.0,181.0,2.0,4.0,4.0,1.0,4700.0
612.0,710.0,3.0,5.0,4.0,,5750.0
36.0,60.0,1.0,2.0,1.0,0.0,300.0
70.0,84.0,1.0,2.0,1.0,,630.0
90.0,200.0,1.0,3.0,2.0,,1680.0
70.0,84.0,1.0,2.0,1.0,,630.0
60.0,72.0,1.0,2.0,1.0,,599.0
55.0,60.0,2.0,2.0,2.0,3.0,890.0
45.0,90.0,1.0,2.0,1.0,,810.0
70.0,84.0,1.0,2.0,1.0,,630.0
60.0,72.0,1.0,2.0,1.0,,599.0
60.0,72.0,1.0,2.0,1.0,,600.0
78.0,98.0,2.0,2.0,3.0,,1200.0
30.0,60.0,1.0,2.0,1.0,,499.0
45.0,90.0,1.0,2.0,1.0,,810.0
45.0,90.0,1.0,2.0,1.0,,810.0
70.0,84.0,1.0,2.0,1.0,,630.0
60.0,72.0,1.0,2.0,1.0,,599.0
45.0,90.0,1.0,2.0,1.0,,810.0
70.0,84.0,1.0,2.0,1.0,,630.0
60.0,72.0,1.0,2.0,1.0,,599.0
32.0,60.0,1.0,2.0,1.0,0.0,351.0
38.0,90.0,1.0,2.0,1.0,6.0,325.0
72.0,36.0,1.0,2.0,1.0,,245.0
96.0,94.0,1.0,3.0,2.0,0.0,1350.0
22.0,72.0,1.0,1.0,1.0,,250.0
68.0,112.0,1.0,3.0,2.0,,375.0
100.0,200.0,1.0,3.0,2.0,,975.0
60.0,72.0,1.0,2.0,1.0,0.0,325.0
100.0,105.0,2.0,3.0,2.0,,1450.0
100.0,105.0,2.0,3.0,2.0,,1450.0
51.0,60.0,2.0,3.0,2.0,0.0,500.0
79.0,120.0,2.0,2.0,1.0,5.0,1500.0
75.0,90.0,1.0,3.0,2.0,0.0,359.0
38.0,60.0,1.0,2.0,1.0,0.0,350.0
29.0,60.0,1.0,2.0,1.0,0.0,168.0
21.0,72.0,1.0,2.0,1.0,,195.0
36.0,90.0,1.0,2.0,1.0,,280.0
30.0,60.0,1.0,2.0,1.0,0.0,530.0
23.0,60.0,1.0,1.0,1.0,0.0,493.0
45.0,150.0,1.0,2.0,1.0,,130.0
36.0,105.0,1.0,2.0,1.0,,475.0
50.0,72.0,1.0,2.0,1.0,0.0,500.0
50.0,72.0,1.0,2.0,1.0,0.0,525.0
96.0,94.0,1.0,3.0,2.0,,1350.0
45.0,84.0,1.0,2.0,1.0,0.0,660.0
45.0,84.0,1.0,2.0,2.0,0.0,700.0
36.0,62.0,1.0,2.0,1.0,0.0,333.0
50.0,72.0,1.0,2.0,1.0,0.0,525.0
180.0,126.0,2.0,4.0,3.0,,1440.0
85.0,116.0,1.0,3.0,2.0,,780.0
56.0,66.0,2.0,3.0,2.0,0.0,600.0
56.0,66.0,2.0,3.0,2.0,0.0,600.0
180.0,126.0,2.0,4.0,3.0,,1440.0
85.0,116.0,1.0,3.0,2.0,,780.0
85.0,116.0,1.0,3.0,2.0,,780.0
85.0,116.0,1.0,3.0,2.0,,780.0
80.0,96.0,1.0,2.0,2.0,3.0,555.0
96.0,94.0,1.0,3.0,2.0,,1350.0
36.0,70.0,1.0,2.0,1.0,,530.0
39.0,84.0,1.0,2.0,1.0,,930.0
45.0,81.0,1.0,2.0,1.0,,900.0
60.0,104.0,2.0,2.0,2.0,,1080.0
36.0,68.0,1.0,2.0,1.0,,500.0
65.0,60.0,2.0,2.0,2.0,,1080.0
39.0,84.0,1.0,2.0,1.0,,930.0
60.0,104.0,2.0,2.0,2.0,,1080.0
51.0,81.0,2.0,3.0,2.0,,960.0
98.0,120.0,2.0,4.0,4.0,,1400.0
36.0,68.0,1.0,2.0,1.0,,500.0
45.0,81.0,1.0,2.0,1.0,,900.0
70.0,94.0,2.0,3.0,2.0,,1150.0
98.0,120.0,2.0,4.0,4.0,,1400.0
65.0,60.0,2.0,2.0,2.0,,1080.0
39.0,84.0,1.0,2.0,1.0,,930.0
45.0,81.0,1.0,2.0,1.0,,900.0
70.0,94.0,2.0,3.0,2.0,,1150.0
36.0,70.0,1.0,2.0,1.0,,530.0
36.0,90.0,1.0,2.0,2.0,,599.0
98.0,120.0,2.0,4.0,4.0,,1400.0
36.0,68.0,1.0,2.0,1.0,,500.0
65.0,60.0,2.0,2.0,2.0,,1080.0
84.0,39.0,1.0,2.0,1.0,,930.0
45.0,81.0,1.0,2.0,1.0,,900.0
36.0,70.0,1.0,2.0,1.0,,530.0
36.0,70.0,1.0,2.0,1.0,,530.0
36.0,70.0,1.0,2.0,1.0,,530.0
36.0,68.0,1.0,2.0,1.0,,500.0
65.0,60.0,2.0,2.0,2.0,,1080.0
39.0,84.0,1.0,2.0,1.0,,930.0
45.0,81.0,1.0,2.0,1.0,,900.0
51.0,81.0,2.0,3.0,2.0,,960.0
98.0,120.0,2.0,4.0,4.0,,1400.0
36.0,70.0,1.0,2.0,1.0,,530.0
60.0,104.0,2.0,2.0,2.0,,1080.0
70.0,94.0,2.0,3.0,2.0,,1150.0
39.0,72.0,1.0,2.0,1.0,1.0,800.0
60.0,65.0,2.0,3.0,2.0,0.0,637.0
60.0,78.0,2.0,3.0,2.0,0.0,755.0
60.0,64.0,2.0,3.0,2.0,0.0,685.0
35.0,60.0,1.0,2.0,1.0,0.0,438.0
36.0,63.0,1.0,2.0,1.0,0.0,438.0
87.0,65.0,2.0,3.0,2.0,0.0,1090.0
80.0,90.0,1.0,3.0,2.0,,570.0
100.0,112.0,1.0,,,,600.0
36.0,60.0,1.0,2.0,1.0,0.0,435.0
94.0,60.0,2.0,2.0,2.0,0.0,960.0
40.0,60.0,1.0,2.0,1.0,0.0,466.0
40.0,60.0,1.0,2.0,1.0,,400.0
40.0,60.0,1.0,2.0,1.0,0.0,400.0
40.0,60.0,1.0,2.0,1.0,0.0,400.0
45.0,83.0,1.0,2.0,1.0,,500.0
180.0,104.0,3.0,5.0,2.0,,1620.0
45.0,60.0,1.0,2.0,1.0,0.0,375.0
180.0,104.0,3.0,5.0,2.0,,1620.0
45.0,105.0,1.0,2.0,1.0,,810.0
76.0,84.0,2.0,3.0,2.0,,1140.0
84.0,84.0,2.0,3.0,2.0,,1080.0
36.0,40.0,1.0,2.0,1.0,0.0,195.0
38.0,75.0,1.0,2.0,1.0,1.0,500.0
36.0,55.0,1.0,2.0,1.0,0.0,100.0
36.0,45.0,1.0,,1.0,0.0,200.0
40.0,60.0,1.0,2.0,1.0,0.0,275.0
45.0,84.0,1.0,2.0,1.0,1.0,400.0
45.0,84.0,1.0,2.0,1.0,1.0,400.0
39.0,72.0,1.0,2.0,1.0,0.0,456.0
36.0,72.0,1.0,2.0,1.0,0.0,473.0
40.0,60.0,1.0,2.0,1.0,0.0,275.0
40.0,60.0,1.0,2.0,1.0,0.0,275.0
42.0,42.0,1.0,2.0,1.0,0.0,160.0
40.0,60.0,1.0,2.0,1.0,0.0,399.0
36.0,60.0,1.0,2.0,1.0,0.0,225.0
147.0,150.0,2.0,4.0,4.0,,790.0
36.0,55.0,1.0,2.0,1.0,0.0,150.0
38.0,38.0,1.0,,1.0,0.0,135.0
36.0,113.0,1.0,2.0,1.0,,437.0
55.0,60.0,1.0,2.0,1.0,,250.0
30.0,30.0,1.0,2.0,1.0,2.0,125.0
38.0,38.0,1.0,2.0,1.0,0.0,135.0
36.0,55.0,1.0,2.0,1.0,0.0,100.0
40.0,40.0,1.0,2.0,1.0,0.0,150.0
36.0,55.0,1.0,2.0,1.0,0.0,100.0
45.0,45.0,1.0,2.0,1.0,0.0,172.0
200.0,153.0,2.0,4.0,3.0,,2400.0
33.0,66.0,1.0,2.0,1.0,,650.0
96.0,84.0,2.0,2.0,2.0,2.0,1700.0
33.0,66.0,1.0,2.0,1.0,,650.0
