building_size_m2,land_size_m2,floors,bedrooms,bathrooms,building_age,price_in_rupiah(juta)
46.0,60.0,2.0,2.0,2.0,0.0,617.0
150.0,232.0,2.0,4.0,4.0,,2990.0
50.0,86.0,1.0,2.0,1.0,,1020.0
60.0,105.0,1.0,2.0,1.0,,945.0
60.0,105.0,1.0,2.0,1.0,,945.0
154.0,83.0,2.0,3.0,2.0,,1050.0
48.0,84.0,1.0,2.0,1.0,,840.0
70.0,67.0,1.0,,,1.0,1050.0
70.0,67.0,2.0,3.0,2.0,1.0,1020.0
135.0,115.0,1.0,4.0,2.0,4.0,1300.0
56.0,68.0,2.0,3.0,2.0,0.0,800.0
77.0,60.0,2.0,3.0,2.0,1.0,795.0
70.0,70.0,2.0,3.0,2.0,0.0,897.0
46.0,60.0,2.0,2.0,2.0,0.0,607.0
90.0,158.0,1.0,2.0,2.0,8.0,1950.0
45.0,218.0,1.0,2.0,1.0,,2500.0
70.0,62.0,2.0,3.0,2.0,0.0,710.0
78.0,101.0,2.0,3.0,3.0,0.0,800.0
45.0,218.0,1.0,2.0,1.0,22.0,2300.0
60.0,56.0,2.0,3.0,2.0,0.0,850.0
135.0,178.0,2.0,4.0,2.0,,900.0
69.0,70.0,2.0,3.0,2.0,2.0,839.0
400.0,280.0,4.0,5.0,4.0,1.0,3300.0
52.0,40.0,2.0,2.0,2.0,0.0,662.0
54.0,57.0,2.0,3.0,2.0,0.0,679.0
130.0,163.0,2.0,3.0,3.0,2.0,1960.0
88.0,74.0,2.0,3.0,2.0,0.0,1510.0
90.0,90.0,2.0,3.0,2.0,2.0,1470.0
88.0,151.0,2.0,3.0,2.0,1.0,1610.0
110.0,78.0,2.0,3.0,3.0,0.0,1340.0
76.0,58.0,2.0,3.0,2.0,0.0,865.0
37.0,61.0,1.0,2.0,1.0,0.0,563.0
37.0,61.0,1.0,2.0,1.0,0.0,563.0
37.0,61.0,1.0,2.0,1.0,0.0,563.0
45.0,92.0,1.0,2.0,1.0,,670.0
36.0,60.0,1.0,2.0,1.0,0.0,260.0
36.0,62.0,1.0,2.0,1.0,0.0,365.0
50.0,82.0,1.0,2.0,1.0,,660.0
36.0,40.0,1.0,2.0,1.0,0.0,195.0
36.0,60.0,1.0,2.0,1.0,0.0,440.0
130.0,203.0,1.0,3.0,2.0,,400.0
30.0,60.0,1.0,2.0,1.0,2.0,85.0
36.0,65.0,1.0,,1.0,0.0,370.0
36.0,74.0,1.0,2.0,1.0,0.0,410.0
36.0,72.0,1.0,2.0,1.0,0.0,473.0
36.0,85.0,1.0,2.0,1.0,0.0,501.0
36.0,50.0,1.0,2.0,1.0,0.0,200.0
36.0,50.0,1.0,2.0,1.0,0.0,215.0
36.0,74.0,1.0,2.0,1.0,0.0,559.0
36.0,65.0,1.0,2.0,1.0,0.0,410.0
27.0,75.0,1.0,2.0,1.0,3.0,372.0
27.0,75.0,1.0,2.0,1.0,,375.0
40.0,60.0,1.0,2.0,1.0,0.0,325.0
40.0,60.0,1.0,2.0,1.0,0.0,325.0
40.0,60.0,1.0,2.0,1.0,0.0,325.0
36.0,45.0,1.0,,1.0,0.0,200.0
36.0,55.0,1.0,2.0,1.0,0.0,150.0
90.0,109.0,2.0,3.0,2.0,,1560.0
85.0,50.0,2.0,3.0,3.0,0.0,849.0
115.0,70.0,2.0,3.0,2.0,0.0,960.0
48.0,70.0,1.0,2.0,1.0,0.0,615.0
120.0,88.0,2.0,3.0,3.0,0.0,940.0
70.0,91.0,1.0,3.0,2.0,0.0,775.0
50.0,75.0,1.0,2.0,1.0,0.0,625.0
60.0,64.0,2.0,2.0,2.0,0.0,680.0
55.0,105.0,1.0,2.0,1.0,0.0,700.0
50.0,85.0,1.0,2.0,1.0,0.0,600.0
95.0,80.0,2.0,4.0,3.0,0.0,995.0
70.0,92.0,1.0,3.0,2.0,0.0,774.0
48.0,70.0,1.0,2.0,1.0,0.0,590.0
70.0,50.0,2.0,3.0,2.0,0.0,754.0
56.0,68.0,2.0,3.0,2.0,0.0,774.0
60.0,70.0,2.0,3.0,2.0,0.0,799.0
50.0,85.0,1.0,2.0,1.0,0.0,600.0
55.0,70.0,1.0,2.0,1.0,0.0,725.0
89.0,70.0,2.0,3.0,2.0,0.0,790.0
80.0,60.0,2.0,3.0,2.0,0.0,900.0
60.0,60.0,2.0,2.0,2.0,0.0,680.0
130.0,98.0,2.0,3.0,3.0,0.0,1490.0
130.0,95.0,2.0,3.0,3.0,0.0,1490.0
45.0,72.0,1.0,2.0,1.0,0.0,484.0
104.0,84.0,2.0,3.0,3.0,0.0,1550.0
48.0,101.0,1.0,2.0,1.0,0.0,730.0
48.0,70.0,1.0,2.0,1.0,0.0,590.0
48.0,72.0,1.0,2.0,1.0,0.0,595.0
48.0,70.0,1.0,2.0,1.0,0.0,592.0
50.0,72.0,1.0,2.0,1.0,0.0,550.0
45.0,70.0,1.0,2.0,1.0,0.0,680.0
115.0,70.0,2.0,3.0,2.0,0.0,965.0
140.0,131.0,1.0,3.0,1.0,,870.0
95.0,164.0,1.0,3.0,2.0,,1260.0
42.0,72.0,1.0,2.0,1.0,,780.0
81.0,81.0,1.0,3.0,1.0,,900.0
42.0,72.0,1.0,2.0,1.0,,780.0
40.0,84.0,1.0,2.0,2.0,,1020.0
81.0,81.0,1.0,3.0,1.0,,900.0
95.0,164.0,1.0,3.0,2.0,,1260.0
42.0,72.0,1.0,2.0,1.0,,780.0
40.0,84.0,1.0,2.0,2.0,,1020.0
95.0,164.0,1.0,3.0,2.0,,1260.0
70.0,94.0,2.0,3.0,2.0,,1150.0
50.0,75.0,1.0,2.0,1.0,0.0,500.0
140.0,131.0,1.0,3.0,1.0,,870.0
140.0,131.0,1.0,3.0,1.0,,870.0
90.0,108.0,1.0,2.0,1.0,,960.0
140.0,131.0,1.0,3.0,1.0,,870.0
90.0,108.0,1.0,2.0,1.0,,960.0
140.0,131.0,1.0,3.0,1.0,,870.0
90.0,108.0,1.0,2.0,1.0,,960.0
95.0,164.0,1.0,3.0,2.0,,1260.0
52.0,72.0,2.0,3.0,1.0,0.0,630.0
48.0,70.0,1.0,2.0,1.0,3.0,470.0
45.0,72.0,1.0,2.0,1.0,0.0,484.0
70.0,84.0,2.0,3.0,2.0,1.0,785.0
75.0,124.0,2.0,3.0,3.0,6.0,1370.0
150.0,234.0,1.0,3.0,3.0,4.0,3500.0
150.0,234.0,1.0,3.0,3.0,4.0,3500.0
76.0,84.0,2.0,3.0,2.0,,1140.0
68.0,98.0,1.0,3.0,1.0,,780.0
90.0,72.0,2.0,3.0,2.0,,1560.0
72.0,72.0,1.0,2.0,1.0,,660.0
60.0,60.0,2.0,3.0,2.0,0.0,750.0
90.0,72.0,2.0,3.0,2.0,,1560.0
68.0,98.0,1.0,3.0,1.0,,780.0
72.0,72.0,1.0,2.0,1.0,,660.0
72.0,72.0,1.0,2.0,1.0,,660.0
72.0,72.0,1.0,2.0,1.0,,660.0
50.0,86.0,1.0,2.0,1.0,,1020.0
90.0,72.0,2.0,3.0,2.0,,1560.0
71.0,96.0,1.0,2.0,1.0,,800.0
38.0,60.0,1.0,2.0,1.0,0.0,465.0
71.0,96.0,1.0,2.0,1.0,,800.0
72.0,72.0,1.0,2.0,1.0,,660.0
90.0,72.0,2.0,3.0,2.0,,1560.0
68.0,98.0,1.0,3.0,1.0,,780.0
71.0,96.0,1.0,2.0,1.0,,800.0
38.0,60.0,1.0,2.0,1.0,0.0,464.0
71.0,84.0,2.0,3.0,2.0,0.0,800.0
80.0,89.0,2.0,3.0,2.0,0.0,999.0
70.0,81.0,2.0,3.0,2.0,0.0,970.0
54.0,60.0,2.0,3.0,2.0,0.0,580.0
65.0,67.0,2.0,3.0,2.0,0.0,775.0
45.0,78.0,1.0,2.0,2.0,2.0,70.0
36.0,78.0,1.0,2.0,1.0,1.0,660.0
56.0,66.0,2.0,3.0,2.0,0.0,725.0
36.0,74.0,1.0,2.0,1.0,0.0,559.0
100.0,95.0,2.0,3.0,3.0,0.0,995.0
56.0,66.0,2.0,3.0,2.0,0.0,725.0
56.0,66.0,2.0,3.0,2.0,0.0,699.0
150.0,120.0,2.0,4.0,3.0,,1350.0
60.0,60.0,2.0,3.0,2.0,0.0,615.0
36.0,60.0,1.0,2.0,1.0,0.0,220.0
38.0,60.0,1.0,2.0,1.0,0.0,500.0
75.0,96.0,2.0,3.0,3.0,,1100.0
160.0,167.0,1.0,2.0,3.0,,1920.0
150.0,113.0,2.0,2.0,2.0,,2040.0
140.0,72.0,2.0,3.0,3.0,,1560.0
160.0,167.0,1.0,2.0,3.0,,1920.0
75.0,96.0,2.0,3.0,3.0,,1100.0
75.0,96.0,2.0,3.0,3.0,,1100.0
140.0,72.0,2.0,3.0,3.0,,1560.0
150.0,151.0,2.0,4.0,3.0,,1500.0
105.0,95.0,2.0,3.0,2.0,,1980.0
66.0,42.0,2.0,3.0,2.0,0.0,699.0
90.0,108.0,1.0,2.0,1.0,,960.0
75.0,96.0,2.0,3.0,3.0,,1100.0
160.0,167.0,1.0,2.0,3.0,,1920.0
150.0,113.0,2.0,2.0,2.0,,2040.0
140.0,72.0,2.0,3.0,3.0,,1560.0
150.0,151.0,2.0,4.0,3.0,,1500.0
150.0,113.0,2.0,2.0,2.0,,2040.0
110.0,78.0,2.0,3.0,3.0,,1650.0
150.0,151.0,2.0,4.0,3.0,,1500.0
112.0,180.0,2.0,3.0,3.0,,1410.0
150.0,151.0,2.0,4.0,3.0,,1500.0
75.0,96.0,2.0,3.0,3.0,,1100.0
180.0,112.0,2.0,3.0,3.0,,1410.0
180.0,112.0,2.0,3.0,3.0,,1410.0
160.0,167.0,1.0,2.0,3.0,,1920.0
140.0,72.0,2.0,3.0,3.0,,1560.0
45.0,70.0,1.0,2.0,1.0,3.0,295.0
155.0,84.0,3.0,3.0,3.0,0.0,1720.0
90.0,67.0,2.0,4.0,3.0,1.0,1430.0
200.0,305.0,1.0,3.0,3.0,6.0,2900.0
104.0,164.0,2.0,3.0,3.0,,1500.0
50.0,86.0,1.0,2.0,1.0,,1020.0
104.0,164.0,2.0,3.0,3.0,,1500.0
90.0,119.0,1.0,3.0,2.0,,900.0
48.0,84.0,1.0,2.0,1.0,,840.0
48.0,84.0,1.0,2.0,1.0,,840.0
71.0,96.0,1.0,2.0,1.0,,800.0
50.0,86.0,1.0,2.0,1.0,,1020.0
60.0,105.0,1.0,2.0,1.0,,945.0
140.0,120.0,1.0,3.0,2.0,,1020.0
60.0,105.0,1.0,2.0,1.0,,945.0
104.0,164.0,2.0,3.0,3.0,,1500.0
70.0,90.0,2.0,3.0,2.0,0.0,897.0
90.0,119.0,1.0,3.0,2.0,,900.0
135.0,90.0,2.0,2.0,2.0,,1200.0
48.0,84.0,1.0,2.0,1.0,,840.0
78.0,98.0,2.0,2.0,3.0,,1200.0
140.0,120.0,1.0,3.0,2.0,,1020.0
104.0,164.0,2.0,3.0,3.0,,1500.0
180.0,220.0,1.0,3.0,3.0,,1300.0
140.0,140.0,2.0,3.0,2.0,,1000.0
230.0,160.0,2.0,4.0,3.0,,1850.0
70.0,90.0,2.0,2.0,1.0,,1080.0
200.0,180.0,2.0,3.0,4.0,,2280.0
90.0,119.0,1.0,3.0,2.0,,900.0
90.0,119.0,1.0,3.0,2.0,,900.0
61.0,71.0,2.0,3.0,2.0,0.0,870.0
70.0,90.0,2.0,2.0,1.0,,1080.0
70.0,90.0,2.0,2.0,1.0,,1080.0
200.0,180.0,2.0,3.0,4.0,,2280.0
145.0,115.0,2.0,3.0,3.0,,1560.0
45.0,90.0,1.0,2.0,2.0,,900.0
150.0,106.0,2.0,3.0,3.0,,1800.0
150.0,106.0,2.0,3.0,3.0,,1800.0
150.0,106.0,2.0,3.0,3.0,,1800.0
150.0,106.0,2.0,3.0,3.0,,1800.0
115.0,150.0,1.0,3.0,3.0,,2040.0
120.0,194.0,2.0,3.0,4.0,,4200.0
55.0,55.0,2.0,2.0,2.0,0.0,658.0
200.0,180.0,2.0,3.0,4.0,,2280.0
68.0,98.0,1.0,3.0,1.0,,780.0
145.0,115.0,2.0,3.0,3.0,,1560.0
45.0,90.0,1.0,2.0,2.0,,900.0
145.0,115.0,2.0,3.0,3.0,,1560.0
45.0,90.0,1.0,2.0,2.0,,900.0
115.0,150.0,1.0,3.0,3.0,,2040.0
45.0,90.0,1.0,2.0,2.0,,900.0
200.0,180.0,2.0,3.0,4.0,,2280.0
145.0,115.0,2.0,3.0,3.0,,1560.0
120.0,194.0,2.0,3.0,4.0,,4200.0
68.0,70.0,2.0,3.0,2.0,0.0,800.0
55.0,55.0,1.0,2.0,2.0,0.0,556.0
55.0,54.0,2.0,2.0,2.0,0.0,651.0
70.0,72.0,2.0,3.0,2.0,0.0,995.0
100.0,120.0,2.0,3.0,3.0,,1200.0
100.0,120.0,2.0,3.0,3.0,,1200.0
105.0,72.0,2.0,3.0,4.0,1.0,1100.0
55.0,84.0,1.0,2.0,1.0,0.0,485.0
120.0,78.0,2.0,3.0,2.0,,1400.0
105.0,95.0,2.0,3.0,2.0,,1980.0
110.0,78.0,2.0,3.0,3.0,,1650.0
88.0,152.0,1.0,3.0,2.0,,1680.0
43.0,72.0,1.0,1.0,1.0,,750.0
100.0,85.0,2.0,2.0,2.0,,950.0
400.0,468.0,2.0,5.0,5.0,,6500.0
120.0,78.0,2.0,3.0,2.0,,1400.0
110.0,72.0,1.0,3.0,3.0,0.0,1150.0
60.0,90.0,1.0,2.0,1.0,,960.0
120.0,78.0,2.0,3.0,2.0,,1400.0
105.0,95.0,2.0,3.0,2.0,,1980.0
200.0,150.0,2.0,4.0,3.0,,2520.0
90.0,109.0,2.0,3.0,2.0,,1560.0
150.0,151.0,2.0,4.0,3.0,,1500.0
160.0,167.0,1.0,2.0,3.0,,1920.0
140.0,72.0,2.0,3.0,3.0,,1560.0
120.0,78.0,2.0,3.0,2.0,,1400.0
200.0,150.0,2.0,4.0,3.0,,2520.0
125.0,132.0,2.0,4.0,3.0,,2520.0
105.0,95.0,2.0,3.0,2.0,,1980.0
140.0,110.0,2.0,4.0,4.0,,2640.0
150.0,113.0,2.0,2.0,2.0,,2040.0
110.0,78.0,2.0,3.0,3.0,,1650.0
112.0,180.0,2.0,3.0,3.0,,1410.0
77.0,120.0,2.0,2.0,2.0,,1200.0
200.0,140.0,2.0,4.0,3.0,7.0,1650.0
180.0,120.0,2.0,3.0,3.0,6.0,1900.0
160.0,118.0,2.0,3.0,3.0,,2200.0
,,,,,9.0,2700.0
158.0,120.0,2.0,3.0,3.0,5.0,2550.0
73.0,60.0,2.0,3.0,2.0,0.0,1480.0
320.0,246.0,2.0,4.0,4.0,5.0,5700.0
365.0,200.0,2.0,4.0,4.0,0.0,3500.0
56.0,112.0,1.0,3.0,1.0,,1570.0
115.0,70.0,2.0,3.0,2.0,0.0,970.0
180.0,120.0,2.0,4.0,2.0,10.0,1950.0
225.0,250.0,2.0,3.0,3.0,7.0,3000.0
237.0,425.0,2.0,5.0,4.0,,4000.0
200.0,170.0,2.0,4.0,2.0,12.0,750.0
78.0,65.0,2.0,3.0,3.0,0.0,800.0
178.0,120.0,2.0,3.0,3.0,0.0,2500.0
78.0,101.0,2.0,3.0,3.0,0.0,890.0
160.0,118.0,2.0,4.0,3.0,4.0,2200.0
400.0,234.0,2.0,3.0,3.0,4.0,4200.0
145.0,158.0,2.0,2.0,2.0,7.0,4000.0
500.0,321.0,2.0,6.0,4.0,27.0,3500.0
460.0,500.0,2.0,3.0,3.0,,6850.0
250.0,300.0,2.0,3.0,3.0,,3950.0
220.0,150.0,2.0,3.0,3.0,1.0,1900.0
388.0,710.0,2.0,4.0,3.0,22.0,6200.0
350.0,540.0,1.0,4.0,3.0,17.0,5800.0
175.0,387.0,1.0,4.0,3.0,,4500.0
110.0,72.0,2.0,3.0,4.0,0.0,1090.0
70.0,60.0,2.0,2.0,2.0,0.0,680.0
200.0,187.0,,3.0,3.0,,2750.0
110.0,78.0,2.0,3.0,3.0,,1650.0
83.0,120.0,2.0,2.0,2.0,,2280.0
140.0,120.0,2.0,3.0,3.0,5.0,1500.0
150.0,108.0,2.0,2.0,2.0,6.0,1650.0
90.0,132.0,1.0,2.0,2.0,17.0,1200.0
138.0,80.0,2.0,3.0,3.0,0.0,1350.0
36.0,75.0,1.0,2.0,1.0,0.0,525.0
91.0,120.0,2.0,3.0,2.0,0.0,2130.0
93.0,56.0,2.0,2.0,2.0,1.0,1450.0
73.0,62.0,2.0,3.0,2.0,0.0,1480.0
84.0,71.0,2.0,3.0,3.0,0.0,1590.0
88.0,93.0,2.0,3.0,2.0,0.0,1170.0
200.0,150.0,2.0,4.0,3.0,,2520.0
300.0,390.0,2.0,4.0,4.0,,4300.0
88.0,93.0,2.0,3.0,2.0,0.0,1170.0
40.0,68.0,1.0,2.0,1.0,0.0,400.0
90.0,109.0,2.0,3.0,2.0,,1560.0
43.0,72.0,1.0,1.0,1.0,,750.0
50.0,82.0,1.0,2.0,1.0,,660.0
90.0,108.0,1.0,2.0,1.0,,960.0
50.0,82.0,1.0,2.0,1.0,,660.0
45.0,120.0,1.0,2.0,1.0,1.0,1200.0
90.0,109.0,2.0,3.0,2.0,,1560.0
90.0,72.0,2.0,3.0,2.0,0.0,793.0
90.0,109.0,2.0,3.0,2.0,,1560.0
42.0,66.0,1.0,2.0,1.0,,484.0
40.0,60.0,1.0,2.0,1.0,0.0,300.0
43.0,72.0,1.0,1.0,1.0,,750.0
36.0,50.0,1.0,2.0,1.0,0.0,235.0
160.0,90.0,2.0,3.0,2.0,,1320.0
50.0,82.0,1.0,2.0,1.0,,660.0
81.0,81.0,1.0,3.0,1.0,,900.0
95.0,164.0,1.0,3.0,2.0,,1260.0
160.0,90.0,2.0,3.0,2.0,,1320.0
43.0,72.0,1.0,1.0,1.0,,750.0
42.0,72.0,1.0,2.0,1.0,,780.0
100.0,120.0,2.0,3.0,3.0,,1200.0
43.0,72.0,1.0,1.0,1.0,,750.0
50.0,82.0,1.0,2.0,1.0,,660.0
100.0,120.0,2.0,3.0,3.0,,1200.0
40.0,84.0,1.0,2.0,2.0,,1020.0
90.0,109.0,2.0,3.0,2.0,,1560.0
78.0,101.0,2.0,3.0,3.0,0.0,901.0
91.0,101.0,2.0,3.0,3.0,0.0,901.0
101.0,91.0,2.0,4.0,3.0,0.0,1110.0
45.0,60.0,1.0,2.0,1.0,0.0,485.0
300.0,600.0,2.0,4.0,3.0,12.0,4000.0
75.0,84.0,2.0,2.0,2.0,1.0,1200.0
56.0,68.0,2.0,3.0,2.0,0.0,800.0
69.0,70.0,2.0,3.0,2.0,0.0,750.0
38.0,68.0,1.0,2.0,1.0,0.0,600.0
52.0,72.0,2.0,3.0,1.0,0.0,650.0
45.0,84.0,1.0,2.0,1.0,1.0,917.0
118.0,70.0,2.0,4.0,2.0,0.0,950.0
115.0,70.0,2.0,3.0,2.0,0.0,955.0
135.0,124.0,2.0,4.0,4.0,0.0,1870.0
40.0,63.0,1.0,2.0,1.0,0.0,285.0
75.0,84.0,1.0,,,0.0,1330.0
133.0,158.0,2.0,4.0,4.0,0.0,2490.0
126.0,142.0,2.0,3.0,3.0,0.0,2280.0
36.0,50.0,1.0,2.0,1.0,0.0,230.0
120.0,200.0,2.0,3.0,4.0,,3500.0
78.0,101.0,2.0,3.0,3.0,0.0,800.0
42.0,55.0,1.0,2.0,1.0,0.0,387.0
42.0,72.0,1.0,2.0,1.0,0.0,485.0
45.0,73.0,1.0,2.0,1.0,,525.0
79.0,120.0,2.0,3.0,2.0,0.0,1600.0
80.0,60.0,1.0,4.0,2.0,1.0,445.0
68.0,144.0,1.0,2.0,2.0,6.0,1450.0
36.0,50.0,1.0,2.0,1.0,0.0,200.0
120.0,112.0,2.0,5.0,4.0,1.0,1800.0
50.0,66.0,1.0,2.0,1.0,1.0,750.0
80.0,119.0,1.0,3.0,1.0,12.0,650.0
103.0,110.0,2.0,3.0,3.0,1.0,2280.0
103.0,96.0,2.0,3.0,2.0,1.0,1670.0
85.0,84.0,2.0,3.0,2.0,1.0,1410.0
75.0,84.0,2.0,2.0,2.0,1.0,1330.0
75.0,106.0,2.0,2.0,2.0,1.0,1940.0
120.0,129.0,2.0,4.0,4.0,1.0,2790.0
75.0,84.0,2.0,3.0,3.0,0.0,1330.0
45.0,72.0,1.0,2.0,1.0,,508.0
103.0,96.0,2.0,4.0,4.0,1.0,1500.0
34.0,70.0,1.0,2.0,1.0,,583.0
63.0,52.0,2.0,2.0,2.0,0.0,622.0
150.0,230.0,2.0,3.0,3.0,,1600.0
74.0,92.0,2.0,3.0,2.0,0.0,1100.0
66.0,76.0,2.0,3.0,2.0,0.0,799.0
72.0,72.0,2.0,3.0,2.0,,590.0
60.0,75.0,2.0,3.0,2.0,0.0,755.0
71.0,121.0,2.0,2.0,2.0,0.0,1230.0
78.0,98.0,2.0,2.0,3.0,,1200.0
78.0,98.0,2.0,2.0,3.0,,1200.0
30.0,50.0,1.0,2.0,1.0,1.0,500.0
70.0,62.0,2.0,3.0,2.0,,699.0
158.0,120.0,2.0,3.0,3.0,,1800.0
225.0,235.0,1.0,3.0,2.0,,2600.0
78.0,98.0,2.0,2.0,2.0,,1200.0
69.0,70.0,2.0,3.0,2.0,0.0,875.0
60.0,105.0,1.0,2.0,1.0,,945.0
45.0,80.0,1.0,2.0,1.0,,660.0
45.0,80.0,1.0,2.0,1.0,,660.0
45.0,87.0,1.0,2.0,1.0,,690.0
36.0,60.0,2.0,3.0,1.0,,350.0
144.0,109.0,2.0,3.0,3.0,4.0,800.0
110.0,128.0,1.0,3.0,1.0,16.0,1250.0
45.0,87.0,1.0,2.0,1.0,,690.0
57.0,120.0,1.0,2.0,1.0,9.0,950.0
150.0,106.0,2.0,3.0,3.0,,1800.0
200.0,150.0,2.0,4.0,3.0,,2520.0
75.0,96.0,2.0,3.0,3.0,,1100.0
80.0,72.0,2.0,3.0,3.0,0.0,1150.0
80.0,72.0,2.0,3.0,3.0,0.0,1150.0
75.0,72.0,2.0,3.0,2.0,0.0,995.0
51.0,60.0,2.0,2.0,2.0,0.0,756.0
130.0,97.0,2.0,3.0,3.0,0.0,1440.0
50.0,50.0,2.0,2.0,2.0,0.0,725.0
120.0,102.0,2.0,3.0,3.0,0.0,1350.0
72.0,57.0,2.0,3.0,2.0,0.0,950.0
120.0,100.0,2.0,4.0,3.0,0.0,1600.0
75.0,72.0,2.0,3.0,2.0,0.0,995.0
168.0,127.0,2.0,5.0,5.0,0.0,2300.0
120.0,72.0,2.0,3.0,3.0,0.0,1400.0
120.0,100.0,2.0,3.0,3.0,0.0,1700.0
130.0,100.0,2.0,3.0,3.0,0.0,1400.0
140.0,77.0,2.0,3.0,3.0,0.0,1700.0
75.0,72.0,2.0,3.0,2.0,0.0,995.0
110.0,86.0,2.0,3.0,3.0,0.0,1420.0
170.0,127.0,2.0,4.0,3.0,0.0,2300.0
136.0,125.0,2.0,3.0,3.0,0.0,1950.0
42.0,72.0,1.0,2.0,1.0,0.0,770.0
317.0,300.0,2.0,4.0,4.0,,1350.0
45.0,90.0,1.0,2.0,2.0,,900.0
120.0,194.0,2.0,3.0,4.0,,4200.0
90.0,72.0,2.0,3.0,2.0,,1560.0
154.0,83.0,2.0,5.0,2.0,,1050.0
145.0,115.0,2.0,3.0,3.0,,1560.0
250.0,450.0,1.0,6.0,2.0,36.0,4900.0
100.0,80.0,2.0,3.0,3.0,0.0,1730.0
60.0,80.0,2.0,4.0,3.0,0.0,1200.0
80.0,81.0,2.0,3.0,3.0,0.0,1220.0
250.0,400.0,2.0,6.0,2.0,36.0,4900.0
66.0,100.0,2.0,4.0,4.0,0.0,1000.0
36.0,50.0,1.0,2.0,1.0,0.0,350.0
72.0,72.0,1.0,2.0,1.0,,660.0
100.0,98.0,1.0,3.0,3.0,,1300.0
85.0,60.0,2.0,3.0,3.0,0.0,870.0
90.0,68.0,2.0,3.0,3.0,0.0,890.0
70.0,80.0,2.0,3.0,2.0,0.0,800.0
88.0,93.0,2.0,3.0,2.0,0.0,1170.0
110.0,72.0,2.0,3.0,3.0,0.0,1250.0
100.0,92.0,2.0,3.0,2.0,0.0,1100.0
130.0,98.0,2.0,3.0,3.0,0.0,1450.0
75.0,60.0,1.0,3.0,2.0,0.0,900.0
130.0,98.0,2.0,3.0,3.0,1.0,1300.0
180.0,127.0,2.0,5.0,5.0,0.0,2310.0
90.0,100.0,2.0,4.0,2.0,15.0,1430.0
36.0,46.0,1.0,2.0,1.0,,575.0
140.0,268.0,2.0,4.0,3.0,2.0,3200.0
50.0,72.0,1.0,2.0,1.0,3.0,485.0
46.0,40.0,2.0,2.0,2.0,0.0,506.0
70.0,80.0,2.0,3.0,2.0,0.0,980.0
70.0,80.0,2.0,3.0,2.0,0.0,980.0
70.0,80.0,2.0,3.0,2.0,0.0,980.0
70.0,63.0,2.0,3.0,2.0,0.0,846.0
88.0,93.0,1.0,2.0,1.0,0.0,1170.0
88.0,93.0,1.0,2.0,1.0,0.0,1170.0
189.0,84.0,3.0,3.0,3.0,,1850.0
387.0,260.0,2.0,4.0,3.0,3.0,6800.0
132.0,60.0,3.0,3.0,3.0,0.0,1650.0
227.0,89.0,3.0,5.0,4.0,,2400.0
160.0,112.0,2.0,4.0,2.0,,3550.0
144.0,84.0,3.0,5.0,2.0,,2400.0
200.0,120.0,2.0,3.0,2.0,,3550.0
150.0,75.0,1.0,4.0,3.0,,2600.0
196.0,105.0,3.0,4.0,4.0,,3700.0
168.0,64.0,3.0,4.0,3.0,,2200.0
128.0,50.0,3.0,3.0,3.0,,2100.0
144.0,61.0,4.0,3.0,3.0,,1800.0
255.0,225.0,1.0,1.0,1.0,,4700.0
250.0,135.0,3.0,3.0,3.0,,3000.0
336.0,136.0,4.0,10.0,11.0,0.0,5500.0
500.0,198.0,3.0,6.0,2.0,42.0,4000.0
315.0,233.0,2.0,5.0,6.0,,6300.0
140.0,140.0,1.0,3.0,3.0,,3000.0
168.0,64.0,3.0,4.0,3.0,,2200.0
200.0,88.0,4.0,6.0,4.0,,2700.0
712.0,377.0,3.0,4.0,4.0,,8490.0
150.0,75.0,3.0,3.0,3.0,,2600.0
255.0,225.0,1.0,1.0,1.0,,4700.0
282.0,141.0,3.0,1.0,1.0,7.0,3950.0
300.0,282.0,2.0,3.0,3.0,,5500.0
123.0,156.0,1.0,3.0,2.0,,3000.0
192.0,192.0,1.0,1.0,1.0,12.0,3350.0
400.0,258.0,2.0,6.0,5.0,,6500.0
189.0,84.0,3.0,3.0,3.0,,1850.0
131.0,55.0,3.0,4.0,3.0,,2300.0
1000.0,378.0,3.0,5.0,4.0,,12000.0
73.0,36.0,4.0,3.0,3.0,,1350.0
150.0,117.0,2.0,3.0,2.0,,2500.0
570.0,377.0,2.0,4.0,4.0,2.0,8500.0
170.0,80.0,3.0,3.0,3.0,17.0,2700.0
150.0,75.0,3.0,3.0,3.0,8.0,2600.0
180.0,84.0,3.0,3.0,3.0,11.0,2500.0
336.0,136.0,4.0,10.0,11.0,,5500.0
110.0,39.0,3.0,3.0,3.0,0.0,1590.0
185.0,84.0,3.0,3.0,2.0,,2400.0
294.0,102.0,3.0,4.0,5.0,,4300.0
210.0,140.0,2.0,4.0,4.0,,3750.0
126.0,140.0,1.0,3.0,2.0,7.0,2750.0
236.0,168.0,2.0,3.0,3.0,,3100.0
168.0,180.0,1.0,3.0,3.0,,3500.0
130.0,80.0,2.0,3.0,3.0,0.0,1710.0
150.0,95.0,2.0,4.0,4.0,0.0,1950.0
180.0,121.0,2.0,4.0,4.0,2.0,2300.0
160.0,113.0,2.0,4.0,4.0,0.0,2400.0
120.0,70.0,2.0,3.0,3.0,0.0,1550.0
80.0,40.0,2.0,2.0,2.0,0.0,695.0
