price_in_rp,building_size_m2,land_size_m2,floors,bedrooms,bathrooms,building_age
440000000.0,54.0,78.0,1.0,2.0,2.0,7.0
324000000.0,36.0,72.0,1.0,2.0,1.0,1.0
764000000.0,83.0,78.0,2.0,3.0,3.0,0.0
764000000.0,83.0,78.0,2.0,3.0,3.0,0.0
764000000.0,83.0,78.0,2.0,3.0,3.0,0.0
1900000000.0,195.0,150.0,2.0,3.0,3.0,1.0
650000000.0,68.0,50.0,2.0,2.0,2.0,0.0
1450000000.0,272.0,158.0,2.0,4.0,3.0,3.0
650000000.0,68.0,50.0,2.0,2.0,2.0,0.0
925000000.0,80.0,108.0,1.0,3.0,2.0,0.0
950000000.0,87.0,66.0,2.0,3.0,2.0,
1300000000.0,150.0,95.0,2.0,4.0,2.0,
1350000000.0,150.0,95.0,2.0,4.0,2.0,14.0
490000000.0,30.0,66.0,1.0,2.0,1.0,0.0
650000000.0,100.0,120.0,1.0,3.0,2.0,
770000000.0,60.0,91.0,1.0,2.0,1.0,22.0
720000000.0,85.0,100.0,1.0,2.0,1.0,
875000000.0,100.0,66.0,2.0,3.0,2.0,
875000000.0,100.0,66.0,2.0,3.0,2.0,
875000000.0,100.0,66.0,2.0,3.0,2.0,
1490000000.0,135.0,72.0,2.0,3.0,2.0,1.0
2750000000.0,250.0,168.0,1.0,4.0,3.0,4.0
1900000000.0,110.0,72.0,1.0,3.0,2.0,
850000000.0,90.0,113.0,2.0,,,1.0
1900000000.0,110.0,72.0,2.0,3.0,2.0,2.0
2500000000.0,400.0,200.0,3.0,3.0,4.0,7.0
1590000000.0,165.0,150.0,2.0,5.0,3.0,0.0
3100000000.0,250.0,179.0,2.0,5.0,3.0,6.0
700000000.0,55.0,78.0,1.0,4.0,2.0,0.0
930000000.0,48.0,60.0,1.0,2.0,,5.0
2000000000.0,105.0,90.0,2.0,3.0,3.0,
2700000000.0,165.0,126.0,2.0,6.0,4.0,13.0
420000000.0,36.0,60.0,1.0,2.0,1.0,0.0
1200000000.0,90.0,107.0,1.0,3.0,1.0,
2300000000.0,143.0,200.0,2.0,3.0,2.0,
1950000000.0,156.0,164.0,1.0,7.0,2.0,22.0
2000000000.0,110.0,105.0,2.0,2.0,2.0,
764000000.0,83.0,78.0,2.0,3.0,3.0,0.0
764000000.0,83.0,78.0,2.0,3.0,3.0,0.0
1400000000.0,90.0,194.0,1.0,3.0,2.0,5.0
385000000.0,45.0,72.0,1.0,2.0,2.0,0.0
950000000.0,100.0,90.0,2.0,3.0,2.0,7.0
345000000.0,38.0,60.0,1.0,3.0,1.0,0.0
180000000.0,30.0,75.0,1.0,,,
250000000.0,50.0,60.0,1.0,2.0,1.0,
481000000.0,36.0,72.0,1.0,2.0,1.0,0.0
555000000.0,72.0,27.0,1.0,2.0,1.0,
375000000.0,40.0,70.0,1.0,2.0,1.0,0.0
723000000.0,121.0,80.0,2.0,3.0,2.0,13.0
495000000.0,80.0,120.0,1.0,2.0,1.0,
850000000.0,53.0,60.0,2.0,3.0,2.0,0.0
400000000.0,42.0,77.0,1.0,2.0,1.0,0.0
777000000.0,58.0,84.0,1.0,2.0,1.0,0.0
625000000.0,48.0,72.0,1.0,2.0,1.0,0.0
6000000000.0,720.0,1070.0,2.0,5.0,4.0,
1000000000.0,90.0,72.0,2.0,3.0,2.0,0.0
1400000000.0,133.0,144.0,2.0,4.0,4.0,
650000000.0,70.0,84.0,1.0,2.0,2.0,8.0
4850000000.0,430.0,348.0,2.0,5.0,4.0,7.0
700000000.0,60.0,82.0,1.0,3.0,2.0,0.0
418000000.0,36.0,72.0,2.0,3.0,1.0,0.0
320000000.0,50.0,60.0,1.0,2.0,1.0,
370000000.0,50.0,60.0,1.0,2.0,1.0,
325000000.0,45.0,60.0,1.0,2.0,1.0,
750000000.0,80.0,119.0,1.0,2.0,1.0,
450000000.0,45.0,60.0,1.0,2.0,1.0,0.0
600000000.0,70.0,110.0,1.0,2.0,1.0,
600000000.0,70.0,110.0,1.0,2.0,2.0,
325000000.0,45.0,60.0,1.0,2.0,1.0,
435000000.0,45.0,60.0,1.0,2.0,1.0,
750000000.0,80.0,119.0,1.0,2.0,1.0,
800000000.0,150.0,78.0,2.0,4.0,2.0,
480000000.0,45.0,60.0,1.0,2.0,1.0,
250000000.0,42.0,60.0,1.0,2.0,1.0,6.0
550000000.0,70.0,74.0,1.0,2.0,2.0,0.0
2900000000.0,140.0,241.0,2.0,5.0,3.0,
4800000000.0,300.0,220.0,2.0,3.0,2.0,
975000000.0,80.0,93.0,1.0,2.0,2.0,3.0
1400000000.0,180.0,180.0,1.0,3.0,1.0,
550000000.0,50.0,72.0,1.0,2.0,1.0,12.0
1350000000.0,150.0,180.0,1.0,2.0,2.0,6.0
850000000.0,69.0,90.0,1.0,3.0,1.0,
1100000000.0,117.0,135.0,2.0,4.0,2.0,
950000000.0,80.0,93.0,1.0,3.0,2.0,
950000000.0,80.0,65.0,2.0,3.0,2.0,0.0
2300000000.0,385.0,375.0,2.0,4.0,2.0,4.0
695000000.0,90.0,79.0,2.0,3.0,2.0,2.0
695000000.0,90.0,70.0,2.0,3.0,2.0,2.0
980000000.0,78.0,135.0,1.0,2.0,1.0,17.0
470000000.0,50.0,70.0,1.0,2.0,1.0,1.0
496000000.0,36.0,72.0,1.0,2.0,1.0,0.0
600000000.0,120.0,80.0,2.0,2.0,2.0,3.0
399000000.0,54.0,72.0,1.0,2.0,1.0,12.0
450000000.0,50.0,72.0,1.0,2.0,1.0,
2300000000.0,143.0,200.0,2.0,3.0,2.0,
475000000.0,112.0,112.0,1.0,3.0,2.0,4.0
1300000000.0,140.0,126.0,1.0,6.0,3.0,18.0
265000000.0,36.0,60.0,1.0,2.0,1.0,0.0
380000000.0,45.0,100.0,1.0,2.0,1.0,0.0
160000000.0,50.0,60.0,1.0,3.0,1.0,10.0
525000000.0,80.0,60.0,1.0,3.0,2.0,
770000000.0,75.0,105.0,1.0,2.0,1.0,4.0
750000000.0,54.0,78.0,1.0,2.0,1.0,1.0
690000000.0,55.0,90.0,2.0,2.0,2.0,0.0
700000000.0,45.0,78.0,1.0,3.0,2.0,0.0
995000000.0,70.0,78.0,2.0,3.0,2.0,1.0
570000000.0,60.0,72.0,1.0,2.0,1.0,
570000000.0,45.0,84.0,1.0,2.0,1.0,
600000000.0,50.0,90.0,1.0,,2.0,
450000000.0,48.0,72.0,1.0,2.0,1.0,
3500000000.0,300.0,542.0,1.0,6.0,2.0,
1150000000.0,170.0,90.0,2.0,3.0,2.0,4.0
1150000000.0,170.0,90.0,2.0,3.0,2.0,4.0
1100000000.0,220.0,182.0,1.0,4.0,2.0,17.0
500000000.0,70.0,114.0,1.0,3.0,2.0,7.0
2400000000.0,300.0,225.0,2.0,3.0,2.0,7.0
2400000000.0,300.0,225.0,2.0,3.0,2.0,7.0
1290000000.0,160.0,94.0,2.0,3.0,2.0,
690000000.0,100.0,140.0,2.0,4.0,3.0,
995000000.0,100.0,129.0,1.0,3.0,2.0,
4500000000.0,400.0,264.0,2.0,8.0,3.0,12.0
11500000000.0,401.0,923.0,2.0,4.0,5.0,22.0
22500000000.0,800.0,1064.0,2.0,5.0,4.0,9.0
945000000.0,70.0,90.0,1.0,3.0,1.0,
1440000000.0,110.0,90.0,2.0,3.0,2.0,
550000000.0,80.0,90.0,1.0,2.0,1.0,
9500000000.0,300.0,1400.0,1.0,4.0,3.0,
5500000000.0,400.0,420.0,2.0,5.0,5.0,3.0
16500000000.0,500.0,2916.0,3.0,2.0,6.0,
1000000000.0,150.0,90.0,1.0,3.0,2.0,
1440000000.0,110.0,90.0,2.0,3.0,2.0,
3000000000.0,196.0,162.0,2.0,4.0,2.0,
1380000000.0,150.0,105.0,2.0,3.0,2.0,
16500000000.0,500.0,2916.0,2.0,3.0,2.0,6.0
945000000.0,90.0,70.0,1.0,3.0,1.0,
1440000000.0,110.0,90.0,2.0,3.0,2.0,
1380000000.0,150.0,105.0,2.0,3.0,2.0,
2000000000.0,200.0,144.0,1.0,5.0,6.0,7.0
5500000000.0,520.0,300.0,2.0,4.0,4.0,4.0
5750000000.0,305.0,517.0,2.0,4.0,3.0,0.0
5900000000.0,250.0,312.0,2.0,4.0,3.0,
6200000000.0,340.0,514.0,2.0,3.0,3.0,6.0
1800000000.0,90.0,224.0,1.0,2.0,1.0,12.0
650000000.0,100.0,90.0,1.0,2.0,2.0,
1900000000.0,120.0,216.0,1.0,2.0,3.0,
5100000000.0,242.0,481.0,2.0,4.0,3.0,
900000000.0,90.0,90.0,2.0,2.0,1.0,
850000000.0,130.0,139.0,1.0,3.0,2.0,
650000000.0,100.0,90.0,1.0,2.0,2.0,0.0
1300000000.0,62.0,150.0,1.0,2.0,1.0,6.0
2150000000.0,110.0,216.0,1.0,2.0,4.0,4.0
3500000000.0,500.0,323.0,2.0,4.0,4.0,6.0
1300000000.0,160.0,117.0,2.0,5.0,3.0,8.0
1250000000.0,105.0,144.0,2.0,3.0,2.0,7.0
700000000.0,40.0,137.0,1.0,2.0,1.0,2.0
4500000000.0,250.0,358.0,2.0,3.0,2.0,3.0
8500000000.0,620.0,350.0,4.0,8.0,6.0,12.0
1900000000.0,102.0,126.0,2.0,3.0,2.0,2.0
3900000000.0,275.0,329.0,1.0,3.0,4.0,
4500000000.0,300.0,663.0,2.0,4.0,3.0,28.0
11500000000.0,515.0,518.0,2.0,4.0,5.0,0.0
18000000000.0,800.0,450.0,3.0,6.0,5.0,1.0
1350000000.0,96.0,94.0,1.0,3.0,2.0,
2500000000.0,300.0,180.0,2.0,4.0,4.0,5.0
30000000000.0,1500.0,2786.0,2.0,5.0,5.0,
4500000000.0,200.0,575.0,1.0,3.0,2.0,
7000000000.0,400.0,360.0,2.0,4.0,4.0,0.0
1300000000.0,62.0,150.0,1.0,2.0,1.0,2.0
945000000.0,70.0,90.0,1.0,3.0,1.0,0.0
1000000000.0,63.0,150.0,1.0,2.0,1.0,
1250000000.0,89.0,84.0,2.0,3.0,2.0,2.0
1650000000.0,89.0,84.0,2.0,3.0,2.0,2.0
1150000000.0,150.0,90.0,2.0,3.0,2.0,
6500000000.0,360.0,313.0,2.0,4.0,5.0,0.0
30000000000.0,1500.0,2786.0,2.0,5.0,5.0,
2300000000.0,125.0,299.0,2.0,3.0,2.0,7.0
2300000000.0,125.0,299.0,2.0,3.0,2.0,7.0
2750000000.0,221.0,220.0,3.0,4.0,3.0,7.0
2400000000.0,145.0,183.0,2.0,3.0,3.0,19.0
1200000000.0,240.0,120.0,2.0,4.0,4.0,
945000000.0,70.0,90.0,1.0,3.0,1.0,
1650000000.0,89.0,84.0,2.0,3.0,2.0,
1250000000.0,89.0,84.0,2.0,3.0,2.0,
1150000000.0,150.0,90.0,2.0,3.0,2.0,
1300000000.0,62.0,150.0,1.0,2.0,1.0,
1250000000.0,88.0,144.0,1.0,3.0,2.0,
11000000000.0,495.0,543.0,2.0,4.0,4.0,1.0
5000000000.0,299.0,396.0,2.0,4.0,3.0,
5000000000.0,299.0,396.0,2.0,4.0,3.0,
3500000000.0,500.0,321.0,2.0,4.0,4.0,
6500000000.0,360.0,313.0,2.0,4.0,5.0,0.0
4500000000.0,200.0,575.0,1.0,3.0,2.0,
7000000000.0,400.0,340.0,2.0,4.0,4.0,0.0
1000000000.0,63.0,150.0,1.0,2.0,1.0,
11500000000.0,515.0,518.0,3.0,4.0,5.0,1.0
8500000000.0,500.0,483.0,3.0,5.0,6.0,5.0
2500000000.0,300.0,180.0,2.0,4.0,4.0,5.0
750000000.0,60.0,105.0,1.0,2.0,2.0,7.0
5000000000.0,299.0,396.0,2.0,4.0,3.0,3.0
1250000000.0,89.0,84.0,2.0,3.0,2.0,2.0
3500000000.0,500.0,321.0,2.0,4.0,4.0,
1650000000.0,89.0,84.0,1.0,3.0,2.0,2.0
1150000000.0,150.0,90.0,2.0,3.0,2.0,
945000000.0,70.0,90.0,1.0,3.0,1.0,0.0
945000000.0,70.0,90.0,1.0,3.0,1.0,0.0
1650000000.0,89.0,84.0,2.0,3.0,2.0,2.0
11500000000.0,515.0,518.0,2.0,4.0,5.0,0.0
6500000000.0,360.0,313.0,2.0,4.0,5.0,0.0
7000000000.0,400.0,340.0,2.0,4.0,4.0,0.0
4500000000.0,200.0,575.0,1.0,3.0,2.0,
1150000000.0,150.0,90.0,2.0,3.0,2.0,3.0
1250000000.0,89.0,84.0,2.0,3.0,2.0,2.0
3500000000.0,500.0,321.0,2.0,4.0,4.0,6.0
1000000000.0,63.0,150.0,1.0,2.0,1.0,
3500000000.0,500.0,321.0,2.0,4.0,4.0,
5000000000.0,299.0,396.0,2.0,4.0,3.0,
6000000000.0,400.0,526.0,2.0,4.0,4.0,
2300000000.0,125.0,299.0,2.0,3.0,2.0,
11000000000.0,495.0,543.0,2.0,4.0,4.0,1.0
6000000000.0,400.0,526.0,2.0,4.0,4.0,
9500000000.0,62.0,108.0,1.0,2.0,1.0,
5000000000.0,299.0,396.0,2.0,4.0,3.0,4.0
1250000000.0,88.0,144.0,1.0,3.0,3.0,2.0
2300000000.0,125.0,299.0,2.0,3.0,2.0,
550000000.0,60.0,84.0,2.0,2.0,2.0,7.0
3900000000.0,299.0,329.0,2.0,3.0,4.0,
5500000000.0,400.0,498.0,2.0,4.0,4.0,1.0
5000000000.0,362.0,330.0,2.0,3.0,3.0,2.0
1500000000.0,141.0,141.0,2.0,5.0,3.0,
7000000000.0,450.0,375.0,2.0,4.0,3.0,
4500000000.0,350.0,334.0,2.0,4.0,2.0,4.0
575000000.0,65.0,81.0,1.0,3.0,2.0,7.0
825000000.0,65.0,90.0,1.0,2.0,2.0,
3700000000.0,200.0,127.0,2.0,3.0,3.0,
900000000.0,90.0,90.0,1.0,2.0,1.0,2.0
2500000000.0,300.0,180.0,2.0,4.0,4.0,
945000000.0,70.0,90.0,1.0,3.0,1.0,0.0
3700000000.0,200.0,127.0,2.0,3.0,3.0,
1500000000.0,141.0,141.0,2.0,5.0,3.0,
7000000000.0,450.0,375.0,2.0,4.0,3.0,
4500000000.0,350.0,334.0,2.0,4.0,2.0,4.0
575000000.0,65.0,81.0,1.0,3.0,2.0,7.0
825000000.0,65.0,90.0,1.0,2.0,2.0,
945000000.0,70.0,90.0,1.0,3.0,1.0,0.0
900000000.0,90.0,90.0,1.0,2.0,1.0,2.0
2500000000.0,300.0,180.0,2.0,4.0,4.0,
1150000000.0,150.0,90.0,2.0,3.0,2.0,
945000000.0,70.0,90.0,1.0,3.0,1.0,
1650000000.0,89.0,84.0,2.0,3.0,2.0,
1250000000.0,89.0,84.0,2.0,3.0,2.0,
3500000000.0,500.0,321.0,2.0,4.0,4.0,
3170000000.0,200.0,404.0,2.0,3.0,3.0,
3160000000.0,200.0,404.0,2.0,3.0,3.0,
3150000000.0,200.0,404.0,2.0,3.0,3.0,
945000000.0,70.0,90.0,1.0,3.0,1.0,0.0
3500000000.0,500.0,323.0,2.0,4.0,4.0,6.0
775000000.0,44.0,105.0,1.0,2.0,1.0,5.0
7000000000.0,450.0,375.0,3.0,4.0,3.0,2.0
5000000000.0,362.0,330.0,2.0,3.0,3.0,2.0
5000000000.0,400.0,498.0,2.0,4.0,4.0,0.0
1100000000.0,60.0,90.0,1.0,1.0,1.0,2.0
11000000000.0,495.0,543.0,2.0,4.0,4.0,1.0
6000000000.0,400.0,526.0,3.0,4.0,4.0,6.0
2300000000.0,125.0,299.0,2.0,3.0,2.0,6.0
1250000000.0,88.0,144.0,1.0,3.0,2.0,4.0
4500000000.0,350.0,334.0,2.0,4.0,2.0,4.0
950000000.0,50.0,108.0,1.0,2.0,1.0,4.0
5000000000.0,299.0,396.0,2.0,4.0,3.0,3.0
1000000000.0,63.0,150.0,1.0,2.0,1.0,12.0
3500000000.0,500.0,323.0,2.0,4.0,4.0,4.0
1650000000.0,89.0,84.0,3.0,3.0,2.0,2.0
945000000.0,70.0,90.0,1.0,3.0,1.0,0.0
1150000000.0,150.0,90.0,2.0,3.0,2.0,4.0
4500000000.0,200.0,575.0,1.0,3.0,2.0,12.0
7500000000.0,400.0,340.0,2.0,4.0,3.0,0.0
7000000000.0,360.0,313.0,2.0,4.0,5.0,0.0
11500000000.0,515.0,518.0,2.0,4.0,5.0,0.0
7000000000.0,360.0,313.0,2.0,4.0,5.0,0.0
11500000000.0,515.0,518.0,2.0,4.0,5.0,0.0
7500000000.0,400.0,340.0,2.0,4.0,4.0,0.0
2900000000.0,400.0,266.0,2.0,4.0,3.0,
11500000000.0,515.0,518.0,2.0,4.0,5.0,0.0
2900000000.0,150.0,315.0,2.0,3.0,3.0,
3500000000.0,500.0,323.0,2.0,4.0,4.0,6.0
11500000000.0,515.0,518.0,2.0,4.0,5.0,0.0
4500000000.0,350.0,334.0,2.0,4.0,2.0,4.0
775000000.0,44.0,105.0,1.0,2.0,1.0,5.0
5000000000.0,300.0,498.0,2.0,3.0,2.0,
4500000000.0,200.0,345.0,2.0,3.0,3.0,6.0
1650000000.0,89.0,84.0,3.0,3.0,2.0,1.0
1250000000.0,88.0,140.0,1.0,3.0,2.0,5.0
1800000000.0,90.0,224.0,1.0,2.0,1.0,15.0
1150000000.0,150.0,90.0,2.0,3.0,2.0,5.0
570000000.0,45.0,72.0,1.0,2.0,1.0,0.0
2300000000.0,185.0,133.0,2.0,3.0,2.0,0.0
600000000.0,54.0,72.0,2.0,3.0,2.0,0.0
16500000000.0,400.0,2916.0,3.0,,8.0,8.0
3500000000.0,188.0,242.0,3.0,2.0,2.0,
1900000000.0,100.0,224.0,1.0,2.0,2.0,
3250000000.0,250.0,301.0,3.0,5.0,4.0,0.0
3500000000.0,200.0,323.0,2.0,2.0,3.0,5.0
2300000000.0,185.0,133.0,2.0,3.0,3.0,0.0
2500000000.0,370.0,202.0,2.0,3.0,2.0,8.0
5300000000.0,500.0,300.0,2.0,4.0,2.0,
2750000000.0,221.0,220.0,3.0,4.0,3.0,7.0
14500000000.0,500.0,886.0,2.0,4.0,4.0,7.0
15500000000.0,600.0,1118.0,2.0,5.0,4.0,1.0
22000000000.0,1000.0,1050.0,2.0,5.0,5.0,6.0
15500000000.0,500.0,1156.0,2.0,3.0,3.0,8.0
5500000000.0,300.0,312.0,2.0,4.0,4.0,8.0
2100000000.0,105.0,120.0,2.0,3.0,3.0,3.0
1600000000.0,120.0,180.0,1.0,2.0,1.0,3.0
1700000000.0,160.0,108.0,2.0,3.0,3.0,1.0
800000000.0,120.0,120.0,1.0,3.0,3.0,13.0
5500000000.0,250.0,313.0,2.0,4.0,4.0,3.0
2750000000.0,221.0,220.0,3.0,4.0,3.0,7.0
5500000000.0,250.0,313.0,2.0,4.0,4.0,3.0
2750000000.0,221.0,220.0,3.0,4.0,3.0,7.0
3800000000.0,250.0,287.0,2.0,3.0,3.0,19.0
1800000000.0,130.0,12.0,2.0,3.0,2.0,10.0
19500000000.0,500.0,1610.0,2.0,5.0,5.0,5.0
1100000000.0,120.0,90.0,2.0,4.0,3.0,8.0
1150000000.0,150.0,90.0,2.0,3.0,2.0,6.0
725000000.0,150.0,120.0,2.0,5.0,4.0,7.0
3800000000.0,250.0,287.0,2.0,4.0,3.0,8.0
16500000000.0,400.0,2916.0,3.0,,8.0,8.0
15500000000.0,500.0,1156.0,2.0,3.0,3.0,7.0
29000000000.0,700.0,1250.0,1.0,4.0,4.0,8.0
14500000000.0,500.0,886.0,2.0,4.0,4.0,7.0
7900000000.0,600.0,630.0,2.0,5.0,3.0,8.0
1650000000.0,120.0,232.0,1.0,3.0,1.0,17.0
2500000000.0,200.0,315.0,2.0,3.0,2.0,6.0
1100000000.0,60.0,90.0,1.0,2.0,2.0,3.0
1600000000.0,100.0,248.0,1.0,2.0,1.0,16.0
1350000000.0,100.0,108.0,2.0,3.0,2.0,16.0
3000000000.0,160.0,328.0,2.0,3.0,2.0,6.0
850000000.0,65.0,90.0,1.0,2.0,2.0,3.0
1350000000.0,53.0,211.0,1.0,2.0,1.0,20.0
1150000000.0,100.0,78.0,1.0,3.0,3.0,3.0
3950000000.0,250.0,328.0,2.0,4.0,3.0,5.0
5300000000.0,250.0,481.0,2.0,4.0,4.0,1.0
3850000000.0,220.0,224.0,2.0,4.0,3.0,5.0
4100000000.0,250.0,488.0,2.0,4.0,3.0,12.0
3500000000.0,220.0,323.0,2.0,2.0,3.0,14.0
3200000000.0,250.0,406.0,2.0,3.0,3.0,16.0
800000000.0,120.0,120.0,2.0,3.0,3.0,16.0
14500000000.0,500.0,866.0,2.0,4.0,4.0,5.0
8500000000.0,600.0,309.0,2.0,5.0,5.0,1.0
3800000000.0,250.0,315.0,2.0,4.0,4.0,0.0
15500000000.0,500.0,1153.0,2.0,3.0,4.0,4.0
1700000000.0,120.0,171.0,2.0,3.0,3.0,13.0
4500000000.0,240.0,234.0,2.0,4.0,3.0,7.0
1300000000.0,120.0,176.0,1.0,3.0,2.0,10.0
2750000000.0,221.0,220.0,3.0,4.0,3.0,7.0
2750000000.0,221.0,220.0,3.0,4.0,3.0,6.0
2750000000.0,221.0,220.0,3.0,4.0,3.0,8.0
2750000000.0,221.0,220.0,3.0,4.0,3.0,7.0
2750000000.0,221.0,220.0,3.0,4.0,3.0,6.0
2750000000.0,221.0,220.0,3.0,4.0,3.0,7.0
585000000.0,60.0,90.0,1.0,2.0,2.0,15.0
2300000000.0,200.0,228.0,2.0,3.0,3.0,13.0
2500000000.0,200.0,230.0,2.0,3.0,3.0,16.0
4400000000.0,200.0,234.0,2.0,4.0,4.0,3.0
1800000000.0,100.0,120.0,2.0,3.0,3.0,13.0
675000000.0,53.0,108.0,1.0,2.0,1.0,8.0
14500000000.0,700.0,2200.0,2.0,4.0,4.0,13.0
2300000000.0,180.0,216.0,2.0,4.0,3.0,7.0
4700000000.0,250.0,300.0,3.0,4.0,4.0,1.0
1600000000.0,100.0,180.0,1.0,2.0,1.0,15.0
14500000000.0,400.0,866.0,2.0,4.0,4.0,11.0
5500000000.0,250.0,313.0,2.0,4.0,4.0,10.0
5500000000.0,250.0,313.0,2.0,4.0,4.0,10.0
1700000000.0,120.0,120.0,2.0,3.0,3.0,1.0
4350000000.0,250.0,600.0,3.0,4.0,3.0,16.0
2900000000.0,250.0,315.0,1.0,4.0,3.0,13.0
3500000000.0,250.0,323.0,2.0,2.0,3.0,15.0
4700000000.0,250.0,300.0,2.0,4.0,4.0,1.0
1700000000.0,160.0,108.0,2.0,3.0,3.0,1.0
19500000000.0,400.0,1610.0,2.0,5.0,5.0,12.0
800000000.0,100.0,120.0,2.0,3.0,3.0,17.0
20000000000.0,250.0,1250.0,1.0,2.0,3.0,
1150000000.0,120.0,90.0,2.0,3.0,2.0,5.0
16500000000.0,400.0,2916.0,3.0,,8.0,7.0
3200000000.0,145.0,403.0,2.0,3.0,2.0,8.0
15000000000.0,401.0,1023.0,2.0,5.0,4.0,
3800000000.0,250.0,287.0,2.0,4.0,3.0,8.0
15000000000.0,401.0,1023.0,2.0,5.0,4.0,
3800000000.0,250.0,287.0,2.0,4.0,3.0,8.0
4900000000.0,300.0,664.0,2.0,4.0,3.0,
15500000000.0,500.0,1156.0,2.0,3.0,3.0,8.0
14500000000.0,500.0,886.0,2.0,4.0,4.0,7.0
2850000000.0,200.0,323.0,2.0,3.0,2.0,
15500000000.0,600.0,1118.0,2.0,6.0,6.0,1.0
2500000000.0,235.0,120.0,2.0,5.0,5.0,0.0
3500000000.0,300.0,323.0,2.0,3.0,4.0,3.0
585000000.0,120.0,60.0,2.0,2.0,2.0,
1900000000.0,250.0,379.0,2.0,4.0,3.0,11.0
6300000000.0,612.0,710.0,2.0,5.0,4.0,12.0
3500000000.0,250.0,300.0,2.0,2.0,3.0,7.0
495000000.0,50.0,81.0,1.0,2.0,1.0,5.0
4500000000.0,250.0,663.0,2.0,4.0,3.0,2.0
4700000000.0,179.0,181.0,2.0,4.0,4.0,1.0
5750000000.0,612.0,710.0,3.0,5.0,4.0,
300000000.0,36.0,60.0,1.0,2.0,1.0,0.0
630000000.0,70.0,84.0,1.0,2.0,1.0,
1680000000.0,90.0,200.0,1.0,3.0,2.0,
630000000.0,70.0,84.0,1.0,2.0,1.0,
599000000.0,60.0,72.0,1.0,2.0,1.0,
890000000.0,55.0,60.0,2.0,2.0,2.0,3.0
810000000.0,45.0,90.0,1.0,2.0,1.0,
630000000.0,70.0,84.0,1.0,2.0,1.0,
599000000.0,60.0,72.0,1.0,2.0,1.0,
600000000.0,60.0,72.0,1.0,2.0,1.0,
1200000000.0,78.0,98.0,2.0,2.0,3.0,
499000000.0,30.0,60.0,1.0,2.0,1.0,
810000000.0,45.0,90.0,1.0,2.0,1.0,
810000000.0,45.0,90.0,1.0,2.0,1.0,
630000000.0,70.0,84.0,1.0,2.0,1.0,
599000000.0,60.0,72.0,1.0,2.0,1.0,
810000000.0,45.0,90.0,1.0,2.0,1.0,
630000000.0,70.0,84.0,1.0,2.0,1.0,
599000000.0,60.0,72.0,1.0,2.0,1.0,
351000000.0,32.0,60.0,1.0,2.0,1.0,0.0
325000000.0,38.0,90.0,1.0,2.0,1.0,6.0
245000000.0,72.0,36.0,1.0,2.0,1.0,
1350000000.0,96.0,94.0,1.0,3.0,2.0,0.0
250000000.0,22.0,72.0,1.0,1.0,1.0,
375000000.0,68.0,112.0,1.0,3.0,2.0,
975000000.0,100.0,200.0,1.0,3.0,2.0,
325000000.0,60.0,72.0,1.0,2.0,1.0,0.0
1450000000.0,100.0,105.0,2.0,3.0,2.0,
1450000000.0,100.0,105.0,2.0,3.0,2.0,
500000000.0,51.0,60.0,2.0,3.0,2.0,0.0
1500000000.0,79.0,120.0,2.0,2.0,1.0,5.0
359000000.0,75.0,90.0,1.0,3.0,2.0,0.0
350000000.0,38.0,60.0,1.0,2.0,1.0,0.0
168000000.0,29.0,60.0,1.0,2.0,1.0,0.0
195000000.0,21.0,72.0,1.0,2.0,1.0,
280000000.0,36.0,90.0,1.0,2.0,1.0,
530000000.0,30.0,60.0,1.0,2.0,1.0,0.0
493000000.0,23.0,60.0,1.0,1.0,1.0,0.0
130000000.0,45.0,150.0,1.0,2.0,1.0,
475000000.0,36.0,105.0,1.0,2.0,1.0,
500000000.0,50.0,72.0,1.0,2.0,1.0,0.0
525000000.0,50.0,72.0,1.0,2.0,1.0,0.0
1350000000.0,96.0,94.0,1.0,3.0,2.0,
660000000.0,45.0,84.0,1.0,2.0,1.0,0.0
700000000.0,45.0,84.0,1.0,2.0,2.0,0.0
333000000.0,36.0,62.0,1.0,2.0,1.0,0.0
525000000.0,50.0,72.0,1.0,2.0,1.0,0.0
1440000000.0,180.0,126.0,2.0,4.0,3.0,
780000000.0,85.0,116.0,1.0,3.0,2.0,
600000000.0,56.0,66.0,2.0,3.0,2.0,0.0
600000000.0,56.0,66.0,2.0,3.0,2.0,0.0
1440000000.0,180.0,126.0,2.0,4.0,3.0,
780000000.0,85.0,116.0,1.0,3.0,2.0,
780000000.0,85.0,116.0,1.0,3.0,2.0,
780000000.0,85.0,116.0,1.0,3.0,2.0,
555000000.0,80.0,96.0,1.0,2.0,2.0,3.0
1350000000.0,96.0,94.0,1.0,3.0,2.0,
530000000.0,36.0,70.0,1.0,2.0,1.0,
930000000.0,39.0,84.0,1.0,2.0,1.0,
900000000.0,45.0,81.0,1.0,2.0,1.0,
1080000000.0,60.0,104.0,2.0,2.0,2.0,
500000000.0,36.0,68.0,1.0,2.0,1.0,
1080000000.0,65.0,60.0,2.0,2.0,2.0,
930000000.0,39.0,84.0,1.0,2.0,1.0,
1080000000.0,60.0,104.0,2.0,2.0,2.0,
960000000.0,51.0,81.0,2.0,3.0,2.0,
1400000000.0,98.0,120.0,2.0,4.0,4.0,
500000000.0,36.0,68.0,1.0,2.0,1.0,
900000000.0,45.0,81.0,1.0,2.0,1.0,
