price_in_rp,building_size_m2,land_size_m2,floors,bedrooms,bathrooms,building_age
1150000000.0,70.0,94.0,2.0,3.0,2.0,
1400000000.0,98.0,120.0,2.0,4.0,4.0,
1080000000.0,65.0,60.0,2.0,2.0,2.0,
930000000.0,39.0,84.0,1.0,2.0,1.0,
900000000.0,45.0,81.0,1.0,2.0,1.0,
1150000000.0,70.0,94.0,2.0,3.0,2.0,
530000000.0,36.0,70.0,1.0,2.0,1.0,
599000000.0,36.0,90.0,1.0,2.0,2.0,
1400000000.0,98.0,120.0,2.0,4.0,4.0,
500000000.0,36.0,68.0,1.0,2.0,1.0,
1080000000.0,65.0,60.0,2.0,2.0,2.0,
930000000.0,84.0,39.0,1.0,2.0,1.0,
900000000.0,45.0,81.0,1.0,2.0,1.0,
530000000.0,36.0,70.0,1.0,2.0,1.0,
530000000.0,36.0,70.0,1.0,2.0,1.0,
530000000.0,36.0,70.0,1.0,2.0,1.0,
500000000.0,36.0,68.0,1.0,2.0,1.0,
1080000000.0,65.0,60.0,2.0,2.0,2.0,
930000000.0,39.0,84.0,1.0,2.0,1.0,
900000000.0,45.0,81.0,1.0,2.0,1.0,
960000000.0,51.0,81.0,2.0,3.0,2.0,
1400000000.0,98.0,120.0,2.0,4.0,4.0,
530000000.0,36.0,70.0,1.0,2.0,1.0,
1080000000.0,60.0,104.0,2.0,2.0,2.0,
1150000000.0,70.0,94.0,2.0,3.0,2.0,
800000000.0,39.0,72.0,1.0,2.0,1.0,1.0
637000000.0,60.0,65.0,2.0,3.0,2.0,0.0
755000000.0,60.0,78.0,2.0,3.0,2.0,0.0
685000000.0,60.0,64.0,2.0,3.0,2.0,0.0
438000000.0,35.0,60.0,1.0,2.0,1.0,0.0
438000000.0,36.0,63.0,1.0,2.0,1.0,0.0
1090000000.0,87.0,65.0,2.0,3.0,2.0,0.0
570000000.0,80.0,90.0,1.0,3.0,2.0,
600000000.0,100.0,112.0,1.0,,,
435000000.0,36.0,60.0,1.0,2.0,1.0,0.0
960000000.0,94.0,60.0,2.0,2.0,2.0,0.0
466000000.0,40.0,60.0,1.0,2.0,1.0,0.0
400000000.0,40.0,60.0,1.0,2.0,1.0,
400000000.0,40.0,60.0,1.0,2.0,1.0,0.0
400000000.0,40.0,60.0,1.0,2.0,1.0,0.0
500000000.0,45.0,83.0,1.0,2.0,1.0,
1620000000.0,180.0,104.0,3.0,5.0,2.0,
375000000.0,45.0,60.0,1.0,2.0,1.0,0.0
1620000000.0,180.0,104.0,3.0,5.0,2.0,
810000000.0,45.0,105.0,1.0,2.0,1.0,
1140000000.0,76.0,84.0,2.0,3.0,2.0,
1080000000.0,84.0,84.0,2.0,3.0,2.0,
195000000.0,36.0,40.0,1.0,2.0,1.0,0.0
500000000.0,38.0,75.0,1.0,2.0,1.0,1.0
100000000.0,36.0,55.0,1.0,2.0,1.0,0.0
200000000.0,36.0,45.0,1.0,,1.0,0.0
275000000.0,40.0,60.0,1.0,2.0,1.0,0.0
400000000.0,45.0,84.0,1.0,2.0,1.0,1.0
400000000.0,45.0,84.0,1.0,2.0,1.0,1.0
456000000.0,39.0,72.0,1.0,2.0,1.0,0.0
473000000.0,36.0,72.0,1.0,2.0,1.0,0.0
275000000.0,40.0,60.0,1.0,2.0,1.0,0.0
275000000.0,40.0,60.0,1.0,2.0,1.0,0.0
160000000.0,42.0,42.0,1.0,2.0,1.0,0.0
399000000.0,40.0,60.0,1.0,2.0,1.0,0.0
225000000.0,36.0,60.0,1.0,2.0,1.0,0.0
790000000.0,147.0,150.0,2.0,4.0,4.0,
150000000.0,36.0,55.0,1.0,2.0,1.0,0.0
135000000.0,38.0,38.0,1.0,,1.0,0.0
437000000.0,36.0,113.0,1.0,2.0,1.0,
250000000.0,55.0,60.0,1.0,2.0,1.0,
125000000.0,30.0,30.0,1.0,2.0,1.0,2.0
135000000.0,38.0,38.0,1.0,2.0,1.0,0.0
100000000.0,36.0,55.0,1.0,2.0,1.0,0.0
150000000.0,40.0,40.0,1.0,2.0,1.0,0.0
100000000.0,36.0,55.0,1.0,2.0,1.0,0.0
172000000.0,45.0,45.0,1.0,2.0,1.0,0.0
2400000000.0,200.0,153.0,2.0,4.0,3.0,
650000000.0,33.0,66.0,1.0,2.0,1.0,
1700000000.0,96.0,84.0,2.0,2.0,2.0,2.0
650000000.0,33.0,66.0,1.0,2.0,1.0,
800000000.0,45.0,101.0,1.0,3.0,2.0,
840000000.0,48.0,84.0,1.0,2.0,1.0,
945000000.0,60.0,105.0,1.0,2.0,1.0,
1020000000.0,50.0,86.0,1.0,2.0,1.0,
1080000000.0,84.0,84.0,2.0,3.0,2.0,
699000000.0,40.0,88.0,1.0,2.0,1.0,
810000000.0,45.0,105.0,1.0,2.0,1.0,
1380000000.0,150.0,105.0,2.0,3.0,2.0,
699000000.0,40.0,88.0,1.0,2.0,1.0,
1500000000.0,104.0,164.0,2.0,3.0,3.0,
1080000000.0,84.0,84.0,2.0,3.0,2.0,
810000000.0,45.0,105.0,1.0,2.0,1.0,
1080000000.0,84.0,84.0,2.0,3.0,2.0,
780000000.0,68.0,98.0,1.0,3.0,1.0,
800000000.0,71.0,96.0,1.0,2.0,1.0,
840000000.0,180.0,90.0,2.0,3.0,4.0,
699000000.0,40.0,88.0,1.0,2.0,1.0,
650000000.0,53.0,88.0,1.0,2.0,1.0,
1140000000.0,76.0,84.0,2.0,3.0,2.0,
1140000000.0,76.0,84.0,2.0,3.0,2.0,
1380000000.0,150.0,105.0,2.0,3.0,2.0,
1080000000.0,84.0,84.0,2.0,3.0,2.0,
1140000000.0,76.0,84.0,2.0,3.0,2.0,
1140000000.0,76.0,84.0,2.0,3.0,2.0,
1380000000.0,150.0,105.0,2.0,3.0,2.0,
1620000000.0,180.0,104.0,3.0,5.0,2.0,
810000000.0,45.0,105.0,1.0,2.0,1.0,
695000000.0,45.0,82.0,1.0,2.0,1.0,0.0
450000000.0,72.0,72.0,1.0,2.0,1.0,0.0
850000000.0,177.0,131.0,2.0,3.0,1.0,6.0
655000000.0,36.0,78.0,1.0,2.0,1.0,0.0
545000000.0,36.0,68.0,1.0,2.0,1.0,0.0
2000000000.0,300.0,144.0,2.0,4.0,4.0,4.0
649000000.0,36.0,68.0,1.0,2.0,1.0,0.0
2900000000.0,270.0,530.0,1.0,3.0,4.0,4.0
688000000.0,36.0,74.0,1.0,2.0,1.0,0.0
1350000000.0,96.0,94.0,1.0,3.0,2.0,
400000000.0,48.0,80.0,1.0,2.0,1.0,0.0
200000000.0,36.0,72.0,1.0,2.0,1.0,0.0
575000000.0,55.0,88.0,1.0,3.0,2.0,1.0
1500000000.0,400.0,200.0,2.0,4.0,3.0,4.0
644000000.0,36.0,76.0,1.0,2.0,1.0,0.0
500000000.0,54.0,60.0,2.0,3.0,2.0,0.0
600000000.0,54.0,70.0,2.0,3.0,2.0,0.0
400000000.0,40.0,61.0,1.0,2.0,1.0,10.0
400000000.0,40.0,61.0,1.0,2.0,1.0,10.0
560000000.0,40.0,64.0,1.0,2.0,1.0,0.0
600000000.0,54.0,70.0,2.0,3.0,2.0,0.0
655000000.0,36.0,78.0,1.0,2.0,1.0,0.0
500000000.0,54.0,60.0,2.0,3.0,2.0,0.0
600000000.0,54.0,70.0,2.0,3.0,2.0,0.0
999000000.0,90.0,72.0,2.0,3.0,2.0,0.0
750000000.0,90.0,105.0,1.0,3.0,2.0,4.0
185000000.0,36.0,50.0,1.0,2.0,1.0,0.0
500000000.0,54.0,60.0,2.0,3.0,2.0,0.0
590000000.0,45.0,72.0,1.0,2.0,1.0,0.0
599000000.0,45.0,72.0,1.0,2.0,1.0,1.0
514000000.0,42.0,72.0,1.0,2.0,1.0,0.0
624000000.0,48.0,84.0,1.0,2.0,1.0,1.0
624000000.0,48.0,84.0,1.0,2.0,1.0,1.0
494000000.0,41.0,69.0,1.0,2.0,1.0,1.0
594000000.0,45.0,72.0,1.0,2.0,1.0,0.0
499000000.0,41.0,63.0,1.0,2.0,1.0,1.0
499000000.0,41.0,63.0,1.0,2.0,1.0,1.0
599000000.0,45.0,72.0,1.0,2.0,1.0,1.0
599000000.0,45.0,72.0,1.0,2.0,1.0,1.0
1100000000.0,84.0,84.0,2.0,3.0,2.0,
600000000.0,36.0,77.0,1.0,2.0,1.0,0.0
470000000.0,40.0,147.0,1.0,2.0,1.0,
470000000.0,40.0,147.0,1.0,2.0,1.0,
780000000.0,55.0,105.0,1.0,2.0,1.0,
752000000.0,80.0,82.0,1.0,,,1.0
700000000.0,80.0,90.0,2.0,3.0,3.0,0.0
650000000.0,33.0,66.0,1.0,2.0,1.0,
1350000000.0,90.0,135.0,2.0,4.0,3.0,7.0
1350000000.0,96.0,94.0,1.0,3.0,2.0,
4000000000.0,277.0,377.0,1.0,3.0,2.0,
5000000000.0,369.0,746.0,2.0,4.0,4.0,13.0
7500000000.0,700.0,1720.0,2.0,4.0,3.0,13.0
770000000.0,60.0,77.0,2.0,3.0,2.0,0.0
5200000000.0,1200.0,983.0,2.0,5.0,4.0,10.0
1500000000.0,150.0,144.0,2.0,3.0,3.0,
2400000000.0,200.0,153.0,2.0,4.0,3.0,
650000000.0,33.0,66.0,1.0,2.0,1.0,
650000000.0,33.0,66.0,1.0,2.0,1.0,
650000000.0,33.0,66.0,1.0,2.0,1.0,
1440000000.0,110.0,90.0,2.0,3.0,2.0,
1890000000.0,110.0,112.0,2.0,2.0,3.0,0.0
2380000000.0,136.0,144.0,2.0,2.0,3.0,0.0
1980000000.0,155.0,120.0,2.0,6.0,3.0,
7000000000.0,450.0,940.0,2.0,7.0,5.0,
2040000000.0,120.0,180.0,2.0,4.0,3.0,
1980000000.0,155.0,120.0,2.0,6.0,3.0,
1440000000.0,150.0,198.0,2.0,4.0,2.0,
1980000000.0,155.0,120.0,2.0,6.0,3.0,
1440000000.0,150.0,198.0,2.0,4.0,2.0,
1440000000.0,150.0,198.0,2.0,4.0,2.0,
1980000000.0,155.0,120.0,2.0,6.0,3.0,
1440000000.0,150.0,198.0,2.0,4.0,2.0,
2000000000.0,230.0,198.0,2.0,5.0,2.0,
587000000.0,60.0,60.0,2.0,3.0,1.0,0.0
500000000.0,50.0,78.0,1.0,2.0,1.0,7.0
1350000000.0,96.0,94.0,1.0,3.0,2.0,
630000000.0,90.0,36.0,1.0,2.0,1.0,0.0
5000000000.0,350.0,808.0,1.0,4.0,2.0,
633000000.0,36.0,72.0,1.0,2.0,1.0,4.0
4320000000.0,307.0,216.0,2.0,4.0,4.0,
3550000000.0,249.0,180.0,2.0,4.0,3.0,
569000000.0,70.0,82.0,2.0,4.0,2.0,0.0
467000000.0,49.0,60.0,2.0,2.0,2.0,0.0
570000000.0,70.0,82.0,2.0,4.0,2.0,0.0
2400000000.0,200.0,153.0,2.0,4.0,3.0,
2400000000.0,200.0,153.0,2.0,4.0,3.0,
2400000000.0,200.0,153.0,2.0,4.0,3.0,
2400000000.0,200.0,153.0,2.0,4.0,3.0,
2500000000.0,250.0,270.0,2.0,5.0,4.0,17.0
2040000000.0,120.0,180.0,2.0,4.0,3.0,
2040000000.0,200.0,128.0,2.0,3.0,3.0,
2040000000.0,200.0,128.0,2.0,3.0,3.0,
2040000000.0,200.0,128.0,2.0,3.0,3.0,
2040000000.0,200.0,128.0,2.0,3.0,3.0,
1100000000.0,155.0,84.0,2.0,3.0,2.0,20.0
1440000000.0,180.0,126.0,2.0,4.0,3.0,
1440000000.0,180.0,126.0,2.0,4.0,3.0,
1440000000.0,150.0,198.0,2.0,4.0,2.0,
780000000.0,85.0,116.0,1.0,3.0,2.0,
1980000000.0,155.0,120.0,2.0,6.0,3.0,
1440000000.0,180.0,126.0,2.0,4.0,3.0,
1000000000.0,300.0,309.0,2.0,7.0,6.0,
1350000000.0,96.0,94.0,1.0,3.0,2.0,
530000000.0,54.0,64.0,2.0,3.0,2.0,0.0
784000000.0,80.0,90.0,2.0,3.0,3.0,
4500000000.0,450.0,366.0,1.0,4.0,4.0,
12500000000.0,430.0,502.0,2.0,4.0,3.0,
3600000000.0,350.0,625.0,2.0,4.0,4.0,13.0
890000000.0,55.0,60.0,2.0,2.0,2.0,4.0
810000000.0,45.0,90.0,1.0,2.0,1.0,
630000000.0,70.0,84.0,1.0,2.0,1.0,
2550000000.0,160.0,165.0,2.0,3.0,3.0,
468000000.0,90.0,109.0,1.0,3.0,2.0,13.0
1350000000.0,96.0,94.0,1.0,3.0,2.0,
570000000.0,72.0,69.0,1.0,2.0,1.0,0.0
3800000000.0,300.0,230.0,2.0,4.0,2.0,
3800000000.0,300.0,230.0,2.0,4.0,2.0,
3000000000.0,200.0,215.0,2.0,3.0,2.0,
2000000000.0,160.0,120.0,2.0,3.0,3.0,2.0
2400000000.0,150.0,200.0,2.0,2.0,2.0,22.0
388000000.0,50.0,120.0,1.0,2.0,1.0,
4600000000.0,237.0,180.0,3.0,4.0,3.0,0.0
546000000.0,30.0,60.0,1.0,2.0,1.0,0.0
1000000000.0,155.0,168.0,1.0,5.0,2.0,3.0
1680000000.0,110.0,186.0,2.0,3.0,2.0,
2550000000.0,160.0,165.0,2.0,3.0,3.0,
2550000000.0,160.0,165.0,2.0,3.0,3.0,
1680000000.0,90.0,200.0,1.0,3.0,2.0,
1680000000.0,110.0,186.0,2.0,3.0,2.0,
2550000000.0,160.0,165.0,2.0,3.0,3.0,
1680000000.0,110.0,186.0,2.0,3.0,2.0,
2550000000.0,160.0,165.0,2.0,3.0,3.0,
1680000000.0,90.0,200.0,1.0,3.0,2.0,
1680000000.0,110.0,186.0,2.0,3.0,2.0,
1680000000.0,110.0,186.0,2.0,3.0,2.0,
1680000000.0,90.0,200.0,1.0,3.0,2.0,
1350000000.0,96.0,94.0,1.0,3.0,2.0,
1400000000.0,100.0,120.0,2.0,4.0,3.0,
13000000000.0,276.0,1000.0,1.0,4.0,4.0,
2040000000.0,120.0,180.0,2.0,4.0,3.0,
275000000.0,36.0,60.0,1.0,2.0,1.0,0.0
275000000.0,36.0,60.0,1.0,2.0,1.0,0.0
1680000000.0,90.0,200.0,1.0,3.0,2.0,
5000000000.0,525.0,330.0,2.0,4.0,4.0,
1500000000.0,99.0,128.0,2.0,3.0,2.0,
1450000000.0,90.0,120.0,2.0,3.0,2.0,
2650000000.0,240.0,200.0,2.0,3.0,2.0,
1350000000.0,96.0,94.0,1.0,3.0,2.0,0.0
3500000000.0,350.0,300.0,2.0,4.0,3.0,
1250000000.0,110.0,105.0,2.0,3.0,2.0,
1600000000.0,170.0,144.0,2.0,4.0,3.0,
1450000000.0,140.0,105.0,2.0,3.0,2.0,
10000000000.0,600.0,577.0,2.0,5.0,4.0,
3800000000.0,300.0,220.0,2.0,5.0,3.0,
3800000000.0,300.0,220.0,2.0,5.0,3.0,
3500000000.0,400.0,375.0,2.0,4.0,3.0,
1450000000.0,140.0,105.0,2.0,3.0,2.0,22.0
1030000000.0,70.0,105.0,1.0,2.0,1.0,
1200000000.0,120.0,105.0,2.0,3.0,2.0,
2950000000.0,200.0,200.0,1.0,4.0,4.0,
2650000000.0,232.0,160.0,2.0,4.0,3.0,
1700000000.0,220.0,144.0,2.0,4.0,2.0,22.0
1700000000.0,220.0,144.0,2.0,4.0,2.0,22.0
1200000000.0,120.0,105.0,2.0,3.0,3.0,22.0
700000000.0,45.0,90.0,1.0,2.0,1.0,0.0
699000000.0,45.0,90.0,1.0,2.0,1.0,0.0
4100000000.0,237.0,180.0,3.0,4.0,4.0,1.0
7600000000.0,381.0,300.0,3.0,4.0,4.0,0.0
8300000000.000001,381.0,315.0,3.0,4.0,4.0,0.0
6300000000.0,333.0,240.0,3.0,4.0,4.0,0.0
1150000000.0,45.0,105.0,1.0,2.0,1.0,12.0
4600000000.0,237.0,180.0,3.0,4.0,3.0,0.0
900000000.0,81.0,81.0,1.0,3.0,1.0,
1350000000.0,96.0,94.0,1.0,3.0,2.0,0.0
900000000.0,90.0,70.0,2.0,3.0,2.0,0.0
1440000000.0,180.0,126.0,2.0,4.0,3.0,
1440000000.0,180.0,126.0,2.0,4.0,3.0,
755000000.0,60.0,78.0,2.0,3.0,2.0,0.0
785000000.0,60.0,85.0,2.0,3.0,2.0,0.0
685000000.0,60.0,64.0,2.0,3.0,2.0,0.0
830000000.0,75.0,112.0,1.0,3.0,2.0,8.0
830000000.0,75.0,112.0,1.0,3.0,2.0,8.0
725000000.0,36.0,84.0,1.0,2.0,1.0,
1620000000.0,180.0,104.0,3.0,5.0,2.0,
400000000.0,36.0,72.0,1.0,2.0,1.0,0.0
280000000.0,40.0,50.0,1.0,2.0,1.0,0.0
495000000.0,50.0,96.0,1.0,2.0,1.0,0.0
780000000.0,55.0,105.0,1.0,2.0,1.0,
780000000.0,55.0,105.0,1.0,2.0,1.0,
2600000000.0,370.0,350.0,2.0,4.0,4.0,
1650000000.0,100.0,154.0,1.0,3.0,1.0,12.0
1350000000.0,96.0,94.0,1.0,3.0,2.0,
975000000.0,140.0,148.0,2.0,3.0,2.0,
975000000.0,140.0,148.0,2.0,3.0,2.0,
992000000.0,84.0,75.0,2.0,2.0,2.0,0.0
2040000000.0,120.0,180.0,2.0,4.0,3.0,
2040000000.0,120.0,180.0,2.0,4.0,3.0,
1000000000.0,67.0,210.0,1.0,2.0,2.0,3.0
2650000000.0,303.0,347.0,2.0,3.0,3.0,7.0
3900000000.0,278.0,508.0,2.0,4.0,4.0,
2040000000.0,200.0,128.0,2.0,3.0,3.0,
798000000.0,61.0,60.0,2.0,2.0,2.0,2.0
590000000.0,40.0,60.0,2.0,2.0,2.0,0.0
749000000.0,48.0,72.0,1.0,3.0,1.0,0.0
674000000.0,39.0,72.0,1.0,2.0,1.0,0.0
516000000.0,27.0,60.0,1.0,2.0,1.0,0.0
516000000.0,27.0,60.0,1.0,2.0,1.0,0.0
655000000.0,60.0,64.0,2.0,3.0,2.0,0.0
782000000.0,61.0,60.0,2.0,2.0,2.0,0.0
460000000.0,60.0,27.0,1.0,2.0,1.0,0.0
800000000.0,61.0,60.0,1.0,2.0,2.0,
475000000.0,36.0,72.0,1.0,2.0,1.0,
450000000.0,36.0,72.0,1.0,2.0,1.0,4.0
400000000.0,90.0,120.0,1.0,2.0,2.0,2.0
470000000.0,40.0,147.0,1.0,2.0,1.0,
470000000.0,40.0,147.0,1.0,2.0,1.0,
168000000.0,24.0,66.0,1.0,1.0,1.0,0.0
400000000.0,40.0,60.0,1.0,2.0,1.0,0.0
400000000.0,40.0,60.0,1.0,2.0,1.0,0.0
500000000.0,48.0,60.0,1.0,2.0,2.0,0.0
1350000000.0,96.0,94.0,2.0,3.0,2.0,1.0
619000000.0,36.0,90.0,1.0,2.0,1.0,1.0
551000000.0,36.0,70.0,1.0,2.0,1.0,0.0
551000000.0,36.0,70.0,1.0,2.0,1.0,0.0
551000000.0,36.0,70.0,1.0,2.0,1.0,0.0
875000000.0,56.0,105.0,1.0,2.0,,1.0
908000000.0,48.0,125.0,1.0,2.0,1.0,2.0
651000000.0,45.0,84.0,1.0,2.0,1.0,0.0
651000000.0,45.0,84.0,1.0,2.0,1.0,0.0
651000000.0,45.0,84.0,1.0,2.0,1.0,0.0
651000000.0,45.0,84.0,1.0,2.0,1.0,0.0
651000000.0,45.0,84.0,1.0,2.0,1.0,0.0
1070000000.0,95.0,84.0,1.0,3.0,3.0,2.0
535000000.0,36.0,70.0,1.0,2.0,1.0,0.0
535000000.0,36.0,70.0,1.0,2.0,1.0,0.0
535000000.0,36.0,70.0,1.0,2.0,1.0,0.0
551000000.0,36.0,70.0,1.0,2.0,1.0,0.0
551000000.0,36.0,70.0,1.0,2.0,1.0,0.0
551000000.0,36.0,70.0,1.0,2.0,1.0,0.0
661000000.0,40.0,84.0,1.0,2.0,1.0,0.0
1160000000.0,95.0,84.0,1.0,3.0,3.0,0.0
921000000.0,48.0,125.0,1.0,2.0,1.0,2.0
500000000.0,36.0,72.0,1.0,2.0,1.0,0.0
650000000.0,51.0,90.0,1.0,2.0,1.0,12.0
551000000.0,36.0,70.0,1.0,2.0,1.0,0.0
980000000.0,48.0,125.0,1.0,2.0,1.0,0.0
655000000.0,60.0,64.0,2.0,3.0,2.0,0.0
800000000.0,42.0,60.0,1.0,2.0,1.0,0.0
1200000000.0,74.0,165.0,2.0,3.0,2.0,0.0
700000000.0,62.0,68.0,2.0,3.0,2.0,0.0
1350000000.0,96.0,94.0,1.0,3.0,2.0,0.0
685000000.0,60.0,64.0,2.0,3.0,2.0,0.0
514000000.0,22.0,60.0,1.0,2.0,1.0,0.0
798000000.0,70.0,72.0,2.0,3.0,2.0,0.0
75000000.0,30.0,60.0,1.0,2.0,1.0,3.0
455000000.0,36.0,65.0,1.0,2.0,1.0,0.0
931000000.0,72.0,60.0,2.0,2.0,2.0,3.0
410000000.0,36.0,60.0,1.0,2.0,1.0,0.0
900000000.0,90.0,70.0,2.0,3.0,2.0,0.0
440000000.0,40.0,61.0,1.0,2.0,1.0,0.0
470000000.0,40.0,147.0,1.0,2.0,1.0,
470000000.0,40.0,147.0,1.0,2.0,1.0,
466000000.0,40.0,60.0,1.0,2.0,1.0,0.0
400000000.0,40.0,60.0,1.0,2.0,1.0,0.0
400000000.0,40.0,60.0,1.0,2.0,1.0,0.0
800000000.0,60.0,70.0,2.0,3.0,2.0,0.0
750000000.0,60.0,70.0,2.0,3.0,2.0,0.0
450000000.0,36.0,72.0,1.0,2.0,1.0,7.0
390000000.0,45.0,72.0,1.0,2.0,1.0,4.0
400000000.0,36.0,72.0,1.0,2.0,1.0,0.0
330000000.0,60.0,72.0,1.0,2.0,1.0,3.0
300000000.0,60.0,72.0,1.0,2.0,1.0,3.0
265000000.0,36.0,67.0,1.0,2.0,1.0,3.0
499000000.0,41.0,66.0,2.0,3.0,2.0,
225000000.0,36.0,60.0,1.0,2.0,1.0,0.0
2700000000.0,450.0,180.0,3.0,5.0,5.0,
300000000.0,45.0,72.0,1.0,3.0,1.0,12.0
470000000.0,40.0,147.0,1.0,2.0,1.0,
470000000.0,40.0,147.0,1.0,2.0,1.0,
8500000000.0,400.0,1068.0,2.0,3.0,2.0,
2500000000.0,154.0,238.0,2.0,3.0,3.0,4.0
7400000000.0,220.0,924.0,2.0,3.0,3.0,
5400000000.0,220.0,600.0,2.0,3.0,2.0,9.0
5400000000.0,220.0,600.0,2.0,3.0,3.0,
2000000000.0,200.0,250.0,1.0,6.0,2.0,22.0
395000000.0,36.0,72.0,1.0,2.0,1.0,0.0
2250000000.0,100.0,928.0,1.0,4.0,2.0,
260000000.0,70.0,100.0,1.0,4.0,2.0,3.0
1350000000.0,96.0,94.0,1.0,3.0,2.0,
13900000000.0,1000.0,8000.0,2.0,4.0,5.0,
2700000000.0,350.0,500.0,1.0,37.0,15.0,
4400000000.0,176.0,394.0,2.0,3.0,2.0,12.0
1550000000.0,90.0,170.0,2.0,3.0,2.0,
875000000.0,80.0,105.0,1.0,2.0,1.0,8.0
4800000000.0,171.0,563.0,1.0,6.0,3.0,9.0
1370000000.0,149.0,195.0,1.0,3.0,2.0,27.0
1370000000.0,149.0,195.0,2.0,3.0,3.0,
1500000000.0,168.0,136.0,2.0,3.0,2.0,10.0
2200000000.0,170.0,198.0,2.0,4.0,3.0,
2300000000.0,250.0,240.0,1.0,4.0,3.0,
1350000000.0,96.0,94.0,1.0,3.0,2.0,0.0
2900000000.0,180.0,180.0,2.0,4.0,4.0,
2500000000.0,228.0,240.0,1.0,4.0,4.0,
1330000000.0,88.0,160.0,1.0,3.0,2.0,0.0
7900000000.0,347.0,465.0,2.0,5.0,3.0,
1250000000.0,275.0,214.0,2.0,3.0,2.0,12.0
575000000.0,80.0,90.0,1.0,2.0,1.0,5.0
476000000.0,40.0,86.0,1.0,2.0,1.0,0.0
1350000000.0,96.0,94.0,1.0,3.0,2.0,
540000000.0,45.0,85.0,1.0,2.0,1.0,0.0
360000000.0,36.0,72.0,1.0,2.0,1.0,1.0
451000000.0,32.0,60.0,1.0,2.0,1.0,0.0
443000000.0,36.0,60.0,1.0,2.0,1.0,0.0
439000000.0,36.0,60.0,1.0,2.0,1.0,0.0
425000000.0,36.0,60.0,1.0,2.0,1.0,0.0
415000000.0,36.0,60.0,1.0,2.0,1.0,0.0
409000000.0,36.0,60.0,1.0,2.0,1.0,0.0
300000000.0,42.0,84.0,1.0,2.0,1.0,2.0
470000000.0,40.0,147.0,1.0,2.0,1.0,
470000000.0,40.0,147.0,1.0,2.0,1.0,
599000000.0,84.0,42.0,1.0,2.0,1.0,2.0
200000000.0,36.0,50.0,1.0,2.0,1.0,
3800000000.0,144.0,1337.0,1.0,4.0,3.0,
45000000000.0,1233.0,7400.0,2.0,5.0,7.0,
650000000.0,90.0,60.0,3.0,3.0,2.0,2.0
1800000000.0,250.0,487.0,2.0,4.0,2.0,
6000000000.0,500.0,4640.0,1.0,4.0,4.0,
5000000000.0,500.0,2500.0,1.0,16.0,16.0,
7000000000.0,500.0,4600.0,3.0,4.0,3.0,
2500000000.0,1000.0,1500.0,1.0,3.0,3.0,
900000000.0,100.0,150.0,1.0,4.0,2.0,
1500000000.0,150.0,1000.0,2.0,3.0,2.0,17.0
1350000000.0,96.0,94.0,1.0,3.0,2.0,
5000000000.0,500.0,3033.0,1.0,16.0,8.0,22.0
4200000000.0,170.0,363.0,1.0,3.0,3.0,7.0
4850000000.0,222.0,531.0,1.0,3.0,3.0,7.0
1350000000.0,96.0,94.0,2.0,3.0,2.0,0.0
1350000000.0,96.0,94.0,1.0,3.0,2.0,
1350000000.0,96.0,94.0,1.0,3.0,2.0,
1350000000.0,96.0,94.0,1.0,3.0,2.0,
285000000.0,36.0,60.0,1.0,2.0,1.0,0.0
285000000.0,36.0,60.0,1.0,2.0,1.0,0.0
50000000000.0,300.0,5025.0,1.0,4.0,2.0,152.0
1350000000.0,96.0,94.0,1.0,3.0,2.0,
459000000.0,32.0,60.0,1.0,2.0,1.0,0.0
1350000000.0,96.0,94.0,1.0,3.0,2.0,
1350000000.0,96.0,94.0,1.0,3.0,2.0,
600000000.0,102.0,102.0,1.0,2.0,1.0,9.0
2600000000.0,186.0,202.0,2.0,3.0,3.0,2.0
45000000000.0,800.0,5930.0,2.0,13.0,8.0,
1350000000.0,96.0,94.0,1.0,3.0,2.0,
1350000000.0,96.0,94.0,1.0,3.0,2.0,
835000000.0,60.0,90.0,1.0,2.0,1.0,3.0
1350000000.0,96.0,94.0,1.0,3.0,2.0,
879000000.0,71.0,92.0,2.0,3.0,2.0,0.0
1350000000.0,96.0,94.0,1.0,3.0,2.0,
1350000000.0,96.0,94.0,1.0,3.0,2.0,
1350000000.0,96.0,94.0,1.0,3.0,2.0,
1350000000.0,96.0,94.0,1.0,3.0,2.0,0.0
1350000000.0,96.0,94.0,1.0,3.0,2.0,0.0
35000000000.0,624.0,5360.0,2.0,8.0,9.0,
900000000.0,90.0,109.0,1.0,3.0,2.0,6.0
1350000000.0,96.0,94.0,1.0,3.0,2.0,0.0
1350000000.0,96.0,94.0,1.0,3.0,2.0,0.0
1350000000.0,96.0,94.0,1.0,3.0,2.0,0.0
1350000000.0,96.0,94.0,1.0,3.0,2.0,0.0
1350000000.0,96.0,94.0,1.0,3.0,2.0,0.0
1350000000.0,96.0,94.0,1.0,3.0,2.0,0.0
1350000000.0,96.0,94.0,1.0,3.0,2.0,0.0
1500000000.0,100.0,150.0,2.0,4.0,2.0,0.0
628000000.0,63.0,60.0,2.0,3.0,2.0,
595000000.0,45.0,90.0,1.0,2.0,1.0,
1900000000.0,255.0,266.0,1.0,3.0,2.0,52.0
685000000.0,60.0,64.0,2.0,3.0,2.0,0.0
285000000.0,45.0,66.0,1.0,2.0,1.0,
400000000.0,40.0,60.0,1.0,2.0,1.0,0.0
800000000.0,60.0,70.0,2.0,3.0,2.0,0.0
